Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
3678,SPT_1937,0.954,0.011,0.106,0.027,rpoC,15,0,15,0,,SPT_1937,0.922,0.006,0.075,0.027,8,0,8,0,0.033,21,0.858,0.40077,,DNA-directed RNA polymerase subunit beta',FALSE
3612,SPT_1938,0.992,0.001,0.027,0.019,rpoB,2,0,2,0,,SPT_1938,1.051,0.016,0.127,0.074,3,0,3,0,-0.059,3,0.779,0.49288,,"DNA-directed RNA polymerase, beta subunit",FALSE
117,SPT_1939,1.018,0.005,0.072,0.036,,4,0,4,0,,SPT_1939,0.983,0,0.001,0.001,2,0,2,0,0.034,4,0.955,0.3935,,hypothetical protein,FALSE
,SPT_1940,,,,,,,,,,,SPT_1940,,,,,,,,,,,,,,,FALSE
120,SPT_1941,0.982,0.008,0.087,0.022,,16,0,16,0,,SPT_1941,1.027,0.002,0.049,0.016,10,0,10,0,-0.045,24,1.7,0.10202,,hypothetical protein,FALSE
1332,SPT_1942,0.991,0.006,0.075,0.006,,170,0,170,0,,SPT_1942,0.972,0.006,0.077,0.008,87,0,87,0,0.019,255,1.865,0.06339,,CBS domain protein,FALSE
825,SPT_1943,1.025,0.005,0.074,0.008,,83,0,83,0,,SPT_1943,1.006,0.005,0.067,0.01,44,0,44,0,0.019,125,1.481,0.14106,,DNA-entry nuclease,FALSE
189,SPT_1944,1.026,0.004,0.065,0.011,,37,0,37,0,,SPT_1944,1.006,0.005,0.071,0.017,17,0,17,0,0.02,52,0.999,0.32231,,hypothetical protein,FALSE
1284,SPT_1945,1.034,0.004,0.063,0.005,murA,144,0,144,0,,SPT_1945,0.998,0.007,0.082,0.01,74,0,74,0,0.036,216,3.278,0.00122,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,FALSE
132,SPT_1946,0.998,0.007,0.081,0.013,,40,0,40,0,,SPT_1946,1,0.004,0.065,0.013,23,0,23,0,-0.002,61,0.111,0.91201,,hypothetical protein,FALSE
1038,SPT_1947,1.015,0.006,0.076,0.006,,162,0,162,0,,SPT_1947,1.004,0.006,0.078,0.009,80,0,80,0,0.011,240,1.019,0.30925,,ATP-dependent protease La,FALSE
489,SPT_1948,,,,,coaD,,,,,,SPT_1948,,,,,,,,,,,,,,phosphopantetheine adenylyltransferase,FALSE
540,SPT_1949,0.751,0.018,0.133,0.067,rsmD,4,0,4,0,,SPT_1949,0.746,0.005,0.068,0.048,2,0,2,0,0.005,4,0.056,0.95801,,"RNA methyltransferase, RsmD family",FALSE
993,SPT_1950,1.004,0.004,0.065,0.006,asnA,115,0,115,0,,SPT_1950,0.98,0.005,0.072,0.009,65,0,65,0,0.024,178,2.196,0.0294,,aspartate--ammonia ligase,FALSE
132,SPT_1951,1.005,0.016,0.127,0.028,,21,0,21,0,,SPT_1951,1.076,0.01,0.1,0.03,11,0,11,0,-0.071,30,1.728,0.09418,,hypothetical protein,FALSE
684,SPT_1952,0.997,0.004,0.062,0.006,,107,0,107,0,,SPT_1952,1.004,0.005,0.074,0.011,49,0,49,0,-0.007,154,0.581,0.56212,,membrane protein,FALSE
741,SPT_1953,0.965,0.006,0.075,0.007,,101,0,101,0,,SPT_1953,0.983,0.006,0.076,0.01,56,0,56,0,-0.018,155,1.42,0.15749,,SpoU rRNA Methylase family protein,FALSE
279,SPT_1954,1.01,0.005,0.071,0.013,,29,0,29,0,,SPT_1954,1.015,0.007,0.081,0.022,14,0,14,0,-0.004,41,0.171,0.86496,,acylphosphatase,FALSE
927,SPT_1955,0.899,0.001,0.035,0.014,,6,0,6,0,,SPT_1955,0.861,0.002,0.044,0.025,3,0,3,0,0.038,7,1.296,0.23606,,membrane protein OxaA 2,FALSE
795,SPT_1956,1.027,0.005,0.072,0.009,pflA,70,0,70,0,,SPT_1956,1.025,0.007,0.084,0.015,33,0,33,0,0.002,101,0.134,0.89369,,pyruvate formate-lyase 1-activating enzyme,FALSE
1251,SPT_1957,1.02,0.006,0.078,0.006,,198,0,198,0,,SPT_1957,1.014,0.006,0.077,0.007,107,0,107,0,0.006,303,0.663,0.50788,,diaminopimelate decarboxylase,FALSE
828,SPT_1958,1.005,0.007,0.082,0.007,purR,124,0,124,0,,SPT_1958,1.004,0.007,0.083,0.011,61,0,61,0,0,183,0.03,0.97591,,pur operon repressor,FALSE
942,SPT_1959,0.928,0.006,0.075,0.007,,117,0,117,0,,SPT_1959,0.912,0.006,0.077,0.01,62,0,62,0,0.017,177,1.376,0.17041,,3'-5' exoribonuclease YhaM,FALSE
1257,SPT_1960,0.939,0.008,0.087,0.009,,95,0,95,0,,SPT_1960,0.872,0.009,0.097,0.014,45,0,45,0,0.067,138,3.968,0.00012,,competence-induced protein Ccs50,FALSE
663,SPT_1961,0.983,0.006,0.081,0.008,,102,0,102,0,,SPT_1961,0.98,0.008,0.088,0.013,48,0,48,0,0.003,148,0.169,0.86607,,thiamine pyrophosphokinase,FALSE
657,SPT_1962,0.565,0.136,0.369,0.089,rpe,17,6,11,0,,SPT_1962,0.579,0.047,0.217,0.082,7,1,6,0,-0.014,22,0.117,0.90773,,ribulose-phosphate 3-epimerase,FALSE
879,SPT_1963,0.74,0.035,0.188,0.03,rsgA,40,2,38,0,,SPT_1963,0.784,0.014,0.118,0.023,27,0,27,0,-0.044,65,1.171,0.24578,,ribosome small subunit-dependent GTPase A,FALSE
873,SPT_1964,0.983,0.019,0.139,0.02,ksgA,46,1,45,0,,SPT_1964,0.987,0.011,0.104,0.02,26,0,26,0,-0.004,70,0.155,0.87713,,dimethyladenosine transferase,FALSE
117,SPT_1965,,,,,,,,,,,SPT_1965,,,,,,,,,,,,,,hypothetical protein,FALSE
159,SPT_1966,1,0.006,0.076,0.016,,22,0,22,0,,SPT_1966,1.001,0.007,0.082,0.026,10,0,10,0,-0.001,30,0.025,0.97995,,hypothetical protein,FALSE
642,SPT_1967,0.987,0.005,0.073,0.009,,61,0,61,0,,SPT_1967,0.987,0.004,0.066,0.012,31,0,31,0,0.001,90,0.045,0.96381,,"ABC transporter, ATP-binding protein",FALSE
2031,SPT_1968,1,0.005,0.072,0.004,,315,0,315,0,,SPT_1968,0.989,0.005,0.073,0.006,156,0,156,0,0.011,469,1.498,0.1349,,"immunity protein, putative",FALSE
900,SPT_1969,0.99,0.005,0.07,0.005,,197,0,197,0,,SPT_1969,0.995,0.006,0.08,0.008,99,0,99,0,-0.005,294,0.531,0.59577,,"transcriptional regulator PlcR, putative",FALSE
561,SPT_1970,0.987,0.003,0.058,0.033,,3,0,3,0,,SPT_1970,0.971,0.002,0.045,0.026,3,0,3,0,0.016,4,0.388,0.71777,,putative primase homolog,FALSE
774,SPT_1971,0.997,0.005,0.073,0.008,,80,0,80,0,,SPT_1971,0.974,0.012,0.109,0.017,39,1,38,0,0.023,117,1.208,0.22934,,putative deoxyribonuclease YcfH,FALSE
1005,SPT_1972,0.996,0.005,0.073,0.006,,139,0,139,0,,SPT_1972,0.987,0.005,0.068,0.008,70,0,70,0,0.008,207,0.826,0.40962,,cell wall surface anchor family protein,FALSE
135,SPT_1973,0.768,0.005,0.071,0.027,rpmH,7,0,7,0,,SPT_1973,0.707,0.002,0.048,0.034,2,0,2,0,0.061,7,1.419,0.1988,,ribosomal protein L34,FALSE
1215,SPT_1974,0.199,0.122,0.349,0.058,,36,29,7,0,,SPT_1974,0.101,0.069,0.263,0.059,20,18,2,0,0.098,54,1.188,0.2402,,aspartate aminotransferase,FALSE
258,SPT_1975,0.986,0.006,0.075,0.011,,49,0,49,0,,SPT_1975,0.997,0.004,0.066,0.013,27,0,27,0,-0.011,74,0.638,0.52517,,hypothetical protein,FALSE
453,SPT_1976,1.03,0.005,0.071,0.011,,45,0,45,0,,SPT_1976,1.027,0.007,0.084,0.017,23,0,23,0,0.003,66,0.164,0.87055,,universal stress protein family,FALSE
1389,SPT_1977,1.02,0.014,0.119,0.01,,139,1,138,0,,SPT_1977,1.017,0.011,0.105,0.012,71,0,71,0,0.003,208,0.19,0.84911,,Cof family protein,FALSE
963,SPT_1978,0.963,0.007,0.084,0.008,,108,0,108,0,,SPT_1978,0.946,0.005,0.07,0.009,62,0,62,0,0.017,168,1.397,0.16434,,"L-asparaginase, putative",FALSE
249,SPT_1979,,,,,,,,,,,SPT_1979,,,,,,,,,,,,,,chlorohydrolase,FALSE
1011,SPT_1980,1.069,0,0.007,0.005,ccpA,2,0,2,0,,SPT_1980,1.206,0,0,0,1,0,1,0,-0.137,1,26.44,0.02407,,catabolite control protein A,FALSE
600,SPT_1981,1.007,0.006,0.078,0.01,,66,0,66,0,,SPT_1981,0.997,0.007,0.086,0.014,35,0,35,0,0.009,99,0.534,0.59435,,DNA-binding response regulator,FALSE
1098,SPT_1982,0.998,0.008,0.09,0.007,,191,0,191,0,,SPT_1982,1.005,0.009,0.095,0.01,94,0,94,0,-0.007,283,0.63,0.52931,,histidine kinase,FALSE
768,SPT_1983,0.992,0.005,0.068,0.006,,132,0,132,0,,SPT_1983,0.985,0.004,0.06,0.008,61,0,61,0,0.007,191,0.736,0.46251,,"ABC-type multidrug transport system, permease component",FALSE
885,SPT_1984,1.01,0.004,0.063,0.006,,115,0,115,0,,SPT_1984,1.006,0.007,0.081,0.012,49,0,49,0,0.004,162,0.296,0.76759,,"ABC transporter, ATP-binding protein",FALSE
195,SPT_1985,0.986,0.001,0.037,0.017,,5,0,5,0,,SPT_1985,0.917,0.001,0.038,0.027,2,0,2,0,0.069,5,2.21,0.07813,,hypothetical protein,FALSE
207,SPT_1986,1.045,0.002,0.041,0.017,,6,0,6,0,,SPT_1986,1.054,0,0.005,0.003,2,0,2,0,-0.009,6,0.528,0.61618,,hypothetical protein,FALSE
1347,SPT_1987,,,,,,,,,,,SPT_1987,,,,,,,,M,,,,,,Spn1 transposase,FALSE
,SPT_1988,,,,,,,,,,,SPT_1988,,,,,,,,,,,,,,,FALSE
,SPT_1989,,,,,,,,,,,SPT_1989,,,,,,,,,,,,,,,FALSE
,SPT_1990,,,,,,,,,,,SPT_1990,,,,,,,,,,,,,,,FALSE
,SPT_1991,,,,,,,,,,,SPT_1991,,,,,,,,,,,,,,,FALSE
,SPT_1992,,,,,,,,,,,SPT_1992,,,,,,,,,,,,,,,FALSE
,SPT_1993,,,,,,,,,,,SPT_1993,,,,,,,,,,,,,,,FALSE
,SPT_1994,,,,,,,,,,,SPT_1994,,,,,,,,,,,,,,,FALSE
,SPT_1995,,,,,,,,,,,SPT_1995,,,,,,,,,,,,,,,FALSE
,SPT_1996,,,,,rrf,,,,,,SPT_1996,,,,,,,,,,,,,,,FALSE
,SPT_1997,,,,,rrl3,,,,,,SPT_1997,,,,,,,,,,,,,,,FALSE
,SPT_1999,,,,,,,,,,,SPT_1999,,,,,,,,,,,,,,,FALSE
,SPT_2000,,,,,rrs3,,,,,,SPT_2000,,,,,,,,,,,,,,,FALSE
,SPT_2001,,,,,,,,,,,SPT_2001,,,,,,,,,,,,,,,FALSE
480,SPT_2002,,,,,,,,,,,SPT_2002,,,,,,,,,,,,,,competence-specific global transcription modulator,FALSE
537,SPT_2003,0.977,0.005,0.073,0.026,nusG,8,0,8,0,,SPT_2003,0.97,0.004,0.062,0.023,7,0,7,0,0.007,13,0.193,0.84979,,transcription termination/antitermination factor NusG,FALSE
177,SPT_2004,,,,,secE,,,,,,SPT_2004,,,,,,,,,,,,,,"preprotein translocase, SecE subunit",FALSE
153,SPT_2005,,,,,rpmG,,,,,,SPT_2005,,,,,,,,,,,,,,ribosomal protein L33,FALSE
2196,SPT_2006,0.984,0.007,0.082,0.004,,339,0,339,0,,SPT_2006,0.965,0.008,0.089,0.007,181,0,181,0,0.019,518,2.339,0.01971,,penicillin-binding protein 2A,FALSE
837,SPT_2007,1.009,0.008,0.087,0.009,,95,0,95,0,,SPT_2007,1.015,0.007,0.083,0.012,46,0,46,0,-0.006,139,0.42,0.67492,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",FALSE
1008,SPT_2008,1.007,0.001,0.024,0.017,gap,2,0,2,0,,SPT_2008,,,,,,,,,1.007,0,#DIV/0!,#DIV/0!,,"glyceraldehyde-3-phosphate dehydrogenase, type I",FALSE
963,SPT_2009,1.009,0.005,0.069,0.006,,157,0,157,0,,SPT_2009,0.993,0.008,0.089,0.01,82,0,82,0,0.015,237,1.368,0.17275,,"efflux ABC transporter, permease protein",FALSE
129,SPT_2010,1.012,0.009,0.097,0.025,,15,0,15,0,,SPT_2010,1.005,0.007,0.084,0.03,8,0,8,0,0.007,21,0.174,0.86356,,hypothetical protein,FALSE
249,SPT_2011,,,,,,,,,,,SPT_2011,,,,,,,,,,,,,,hypothetical protein,FALSE
330,SPT_2012,,,,,,,,,,,SPT_2012,,,,,,,,M,,,,,,transposase,FALSE
873,SPT_2013,0.991,0.005,0.07,0.008,nadC,74,0,74,0,,SPT_2013,0.996,0.008,0.087,0.014,41,0,41,0,-0.005,113,0.319,0.75029,,nicotinate-nucleotide diphosphorylase (carboxylating),FALSE
1311,SPT_2014,1.006,0.007,0.084,0.007,,161,0,161,0,,SPT_2014,1.005,0.005,0.069,0.008,74,0,74,0,0.001,233,0.109,0.91322,,membrane protein,FALSE
132,SPT_2015,0.972,0.007,0.082,0.012,,49,0,49,0,,SPT_2015,0.974,0.008,0.09,0.019,22,0,22,0,-0.002,69,0.076,0.93962,,hypothetical protein,FALSE
729,SPT_2016,0.967,0.006,0.078,0.007,,109,0,109,0,,SPT_2016,0.96,0.004,0.063,0.008,57,0,57,0,0.007,164,0.629,0.53051,,GntR family transcriptional regulator,FALSE
1410,SPT_2017,0.994,0.005,0.073,0.005,,208,0,208,0,,SPT_2017,0.987,0.006,0.078,0.008,108,0,108,0,0.007,314,0.756,0.44995,,glycosy hydrolase family protein,FALSE
1296,SPT_2018,0.993,0.005,0.068,0.004,,309,0,309,0,,SPT_2018,1.006,0.007,0.086,0.007,155,0,155,0,-0.013,462,1.604,0.10939,,"phosphotransferase system system, cellobiose-specific IIC component",FALSE
309,SPT_2019,0.985,0.004,0.061,0.009,,41,0,41,0,,SPT_2019,1.013,0.006,0.08,0.018,20,0,20,0,-0.028,59,1.398,0.16726,,lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic),FALSE
309,SPT_2020,1.009,0.004,0.063,0.008,,59,0,59,0,,SPT_2020,0.997,0.006,0.076,0.014,31,0,31,0,0.012,88,0.771,0.44251,,"PTS system, IIA component",FALSE
2652,SPT_2021,1.004,0.006,0.077,0.005,,286,1,285,0,,SPT_2021,0.999,0.007,0.083,0.007,151,0,151,0,0.005,435,0.664,0.50725,,aldehyde-alcohol dehydrogenase 2,FALSE
411,SPT_2022,1.01,0.004,0.066,0.008,,64,0,64,0,,SPT_2022,0.973,0.005,0.069,0.012,32,0,32,0,0.037,94,2.493,0.01441,,morn motif family protein,FALSE
429,SPT_2023,1.01,0.007,0.085,0.01,,69,0,69,0,,SPT_2023,0.993,0.007,0.086,0.015,35,0,35,0,0.017,102,0.979,0.32992,,phosphotyrosine protein phosphatase,FALSE
300,SPT_2024,1.01,0.008,0.088,0.011,yajC,65,0,65,0,,SPT_2024,1.007,0.007,0.085,0.015,33,0,33,0,0.003,96,0.152,0.87978,,preprotein translocase subunit YajC,FALSE
1977,SPT_2025,0.808,0.023,0.151,0.013,tkt2,132,3,129,0,,SPT_2025,0.861,0.01,0.098,0.012,69,0,69,0,-0.053,199,3.007,0.00298,,transketolase,FALSE
1092,SPT_2026,1,0.008,0.088,0.006,,184,0,184,0,,SPT_2026,0.994,0.006,0.075,0.008,95,0,95,0,0.006,277,0.561,0.5755,,probable L-ascorbate-6-phosphate lactonase UlaG (L-ascorbate utilization protein G),FALSE
1674,SPT_2027,1,0.005,0.073,0.004,,373,0,373,0,,SPT_2027,0.996,0.006,0.076,0.005,202,0,202,0,0.004,573,0.545,0.58571,,BglG family transcriptional regulator,FALSE
705,SPT_2028,1.022,0.004,0.066,0.006,araD,104,0,104,0,,SPT_2028,1.016,0.008,0.089,0.012,55,0,55,0,0.006,157,0.427,0.67017,,L-ribulose-5-phosphate 4-epimerase (Phosphoribuloseisomerase),FALSE
864,SPT_2029,1.001,0.004,0.065,0.006,,136,0,136,0,,SPT_2029,0.995,0.004,0.067,0.008,72,0,72,0,0.006,206,0.61,0.54255,,"hexulose-6-phosphate isomerase, putative",FALSE
666,SPT_2030,1,0.004,0.065,0.007,ulaD,89,0,89,0,,SPT_2030,0.976,0.009,0.097,0.014,47,0,47,0,0.025,134,1.564,0.12026,,"orotidine 5'-phosphate decarboxylase / humps family, putative",FALSE
486,SPT_2031,1.004,0.005,0.069,0.008,,71,0,71,0,,SPT_2031,0.981,0.003,0.055,0.009,37,0,37,0,0.023,106,1.87,0.06428,,ascorbate-specific phosphotransferase enzyme iia component (pts system ascorbate-specific eiia component),FALSE
282,SPT_2032,1.01,0.005,0.069,0.013,,29,0,29,0,,SPT_2032,0.963,0.008,0.088,0.021,18,0,18,0,0.047,45,1.929,0.06003,,ascorbate-specific phosphotransferase enzyme iib component (ascorbate-specific pts system eiib component),FALSE
1458,SPT_2033,1.003,0.008,0.087,0.006,,250,1,249,0,,SPT_2033,0.983,0.008,0.088,0.008,135,0,135,0,0.02,383,2.102,0.03623,,ascorbate-specific PTS system enzyme IIC,FALSE
624,SPT_2034,1.011,0.008,0.091,0.01,,80,0,80,0,,SPT_2034,1.01,0.006,0.078,0.012,41,0,41,0,0.002,119,0.104,0.9176,,hypothetical protein,FALSE
987,SPT_2035,0.912,0.008,0.089,0.009,,97,0,97,0,,SPT_2035,0.833,0.01,0.102,0.014,54,0,54,0,0.079,149,4.802,0,,"jag protein, putative",FALSE
774,SPT_2036,0.96,0.008,0.09,0.009,,90,1,89,0,,SPT_2036,0.94,0.009,0.096,0.014,47,0,47,0,0.02,135,1.18,0.23995,,SpoIIIJ family protein,FALSE
372,SPT_2037,0.924,0.004,0.061,0.027,rnpA,5,0,5,0,,SPT_2037,0.913,0.004,0.063,0.045,2,0,2,0,0.01,5,0.201,0.84896,,ribonuclease P protein component,FALSE
132,SPT_2038,0.926,0.009,0.097,0.019,,25,0,25,0,,SPT_2038,0.998,0.009,0.093,0.023,16,0,16,0,-0.072,39,2.364,0.02313,,hypothetical protein,FALSE
1191,SPT_2039,,,,,ackA,,,,,,SPT_2039,,,,,,,,,,,,,,acetate kinase,FALSE
954,SPT_2040,1.003,0.009,0.093,0.008,,127,1,126,0,,SPT_2040,1.005,0.007,0.082,0.01,63,0,63,0,-0.003,188,0.207,0.83623,,adenine-specific DNA methylase,FALSE
588,SPT_2041,0.989,0.005,0.069,0.009,,64,0,64,0,,SPT_2041,0.967,0.007,0.082,0.014,32,0,32,0,0.022,94,1.292,0.19949,,methyltransferase small domain superfamily,FALSE
414,SPT_2042,0.996,0.007,0.085,0.012,,50,0,50,0,,SPT_2042,1.017,0.006,0.079,0.016,23,0,23,0,-0.021,71,1.019,0.31181,,hypothetical protein,FALSE
462,SPT_2043,1.001,0.004,0.063,0.009,,49,0,49,0,,SPT_2043,0.973,0.005,0.071,0.015,23,0,23,0,0.028,70,1.623,0.10901,,competence protein ComGF,FALSE
261,SPT_2044,0.981,0.004,0.061,0.011,,28,0,28,0,,SPT_2044,0.942,0.003,0.054,0.015,14,0,14,0,0.039,40,2.107,0.04144,,hypothetical protein,FALSE
405,SPT_2045,0.997,0.005,0.072,0.011,,45,0,45,0,,SPT_2045,1.008,0.005,0.072,0.014,28,0,28,0,-0.011,71,0.635,0.52731,,competence protein CglD,FALSE
327,SPT_2046,1.004,0.005,0.074,0.01,,59,0,59,0,,SPT_2046,0.994,0.004,0.064,0.012,28,0,28,0,0.009,85,0.602,0.54886,,competence protein CglC,FALSE
873,SPT_2047,1.007,0.005,0.069,0.007,,110,0,110,0,,SPT_2047,1.018,0.009,0.093,0.012,56,0,56,0,-0.01,164,0.728,0.46787,,competence protein CglB,FALSE
942,SPT_2048,1.004,0.006,0.079,0.008,,107,0,107,0,,SPT_2048,0.996,0.007,0.082,0.011,51,0,51,0,0.008,156,0.593,0.55383,,putative ABC transporter subunit ComYA,FALSE
366,SPT_2049,0.95,0.005,0.074,0.01,,56,0,56,0,,SPT_2049,0.951,0.004,0.066,0.013,27,0,27,0,-0.001,81,0.051,0.95982,,hypothetical protein,FALSE
1059,SPT_2050,1.016,0.004,0.061,0.005,,161,0,161,0,,SPT_2050,0.997,0.006,0.076,0.009,80,0,80,0,0.019,239,1.911,0.05723,,"alcohol dehydrogenase, zinc-containing",FALSE
1152,SPT_2051,1.013,0.005,0.07,0.005,nagA,195,0,195,0,,SPT_2051,0.994,0.004,0.066,0.007,102,0,102,0,0.019,295,2.289,0.02281,,N-acetylglucosamine-6-phosphate deacetylase,FALSE
1818,SPT_2052,1.009,0.006,0.079,0.005,,273,0,273,0,,SPT_2052,0.987,0.005,0.074,0.006,138,0,138,0,0.023,409,2.851,0.00458,,acyltransferase,FALSE
1143,SPT_2053,0.99,0.005,0.069,0.005,tgt,170,0,170,0,,SPT_2053,0.993,0.005,0.069,0.008,82,0,82,0,-0.003,250,0.365,0.71563,,queuine tRNA-ribosyltransferase,FALSE
858,SPT_2054,0.992,0.004,0.063,0.005,,153,0,153,0,,SPT_2054,1.005,0.008,0.087,0.01,76,0,76,0,-0.013,227,1.19,0.23528,,hypothetical protein,FALSE
645,SPT_2055,0.998,0.005,0.07,0.007,pcp2,93,0,93,0,,SPT_2055,0.998,0.005,0.068,0.01,47,0,47,0,0,138,0.012,0.99033,,pyroglutamyl-peptidase I,FALSE
402,SPT_2056,0.985,0.007,0.085,0.012,,53,0,53,0,,SPT_2056,1.011,0.009,0.094,0.017,29,0,29,0,-0.026,80,1.228,0.22287,,hypothetical protein,FALSE
426,SPT_2057,0.987,0.007,0.086,0.015,,32,0,32,0,,SPT_2057,0.95,0.013,0.112,0.026,18,0,18,0,0.037,48,1.209,0.23251,,MarR family transcriptional regulator,FALSE
1143,SPT_2058,0.97,0.005,0.072,0.006,,133,0,133,0,,SPT_2058,0.954,0.006,0.078,0.009,71,0,71,0,0.017,202,1.492,0.13719,,LysM domain-containing protein,FALSE
621,SPT_2059,0.951,0.009,0.093,0.009,,120,0,120,0,,SPT_2059,0.976,0.008,0.089,0.011,61,0,61,0,-0.025,179,1.765,0.07933,,"HAD-superfamily hydrolase, subfamily IA, variant 1",FALSE
1281,SPT_2060,0.959,0.008,0.089,0.006,,226,1,225,0,,SPT_2060,0.965,0.006,0.079,0.007,119,0,119,0,-0.006,343,0.653,0.51417,,multi antimicrobial extrusion,FALSE
1485,SPT_2061,0.841,0.009,0.096,0.007,thrC,171,1,170,0,,SPT_2061,0.842,0.012,0.109,0.012,89,1,88,0,0,258,0.031,0.9754,,threonine synthase,FALSE
1278,SPT_2062,0.98,0.007,0.085,0.009,,86,0,86,0,,SPT_2062,0.987,0.006,0.074,0.011,46,0,46,0,-0.008,130,0.531,0.59606,,hypothetical protein,FALSE
115,SPT_2063,0.906,0.015,0.121,0.07,,3,0,3,0,,SPT_2063,1.031,0,0.007,0.005,2,0,2,0,-0.125,3,1.777,0.17365,,tRNA-Leu*,FALSE
99,SPT_2064,,,,,,,,,,,SPT_2064,,,,,,,,,,,,,,tRNA_Gln*,FALSE
,SPT_2065,,,,,,,,,,,SPT_2065,,,,,,,,,,,,,,,FALSE
,SPT_2066,,,,,,,,,,,SPT_2066,,,,,,,,,,,,,,,FALSE
,SPT_2067,,,,,,,,,,,SPT_2067,,,,,,,,,,,,,,,FALSE
,SPT_2068,,,,,,,,,,,SPT_2068,,,,,,,,,,,,,,,FALSE
,SPT_2069,,,,,,,,,,,SPT_2069,,,,,,,,,,,,,,,FALSE
,SPT_2070,,,,,,,,,,,SPT_2070,,,,,,,,,,,,,,,FALSE
98,SPT_2071,1.001,0.064,0.254,0.179,,2,0,2,0,,SPT_2071,1.414,0,0,0,1,0,1,0,-0.413,1,2.306,0.26054,,tRNA_Gly*,FALSE
,SPT_2072,,,,,,,,,,,SPT_2072,,,,,,,,,,,,,,,FALSE
,SPT_2073,,,,,rrf_3,,,,,,SPT_2073,,,,,,,,,,,,,,,FALSE
,SPT_2074,,,,,rrl4,,,,,,SPT_2074,,,,,,,,,,,,,,,FALSE
,SPT_2076,,,,,,,,,,,SPT_2076,,,,,,,,,,,,,,,FALSE
,SPT_2077,,,,,rrs4,,,,,,SPT_2077,,,,,,,,,,,,,,,FALSE
,SPT_2078,,,,,,,,,,,SPT_2078,,,,,,,,,,,,,,,FALSE
435,SPT_2079,0.969,0.006,0.08,0.011,,56,0,56,0,,SPT_2079,0.977,0.007,0.084,0.017,25,0,25,0,-0.008,79,0.421,0.67484,,cytidine/deoxycytidylate deaminase family protein,FALSE
1461,SPT_2080,1.006,0.025,0.158,0.112,gltX,2,0,2,0,,SPT_2080,1.141,0,0,0,1,0,1,0,-0.134,1,1.199,0.44243,,glutamyl-tRNA synthetase,FALSE
1350,SPT_2081,0.979,0.013,0.113,0.04,pgi,8,0,8,0,,SPT_2081,1.001,0.01,0.098,0.057,3,0,3,0,-0.022,9,0.323,0.75412,,glucose-6-phosphate isomerase,FALSE
180,SPT_2082,0.945,0.008,0.091,0.034,,7,0,7,0,,SPT_2082,0.966,0.006,0.077,0.031,6,0,6,0,-0.021,11,0.447,0.66364,,hypothetical protein,FALSE
690,SPT_2083,1.016,0.003,0.058,0.007,,78,0,78,0,,SPT_2083,1.01,0.004,0.061,0.01,36,0,36,0,0.006,112,0.527,0.5995,,"glutamine amidotransferase, class-I",FALSE
1767,SPT_2084,0.993,0.004,0.064,0.004,,254,0,254,0,,SPT_2084,0.968,0.006,0.079,0.007,132,0,132,0,0.026,384,3.22,0.00139,,"ABC transporter, ATP-binding/permease protein",FALSE
315,SPT_2085,1.005,0.015,0.121,0.07,,3,0,3,0,,SPT_2085,1.09,0.008,0.091,0.064,2,0,2,0,-0.085,3,0.895,0.43696,,transposase,FALSE
1695,SPT_2086,1.013,0.005,0.069,0.006,,154,0,154,0,,SPT_2086,0.991,0.007,0.084,0.009,79,0,79,0,0.022,231,1.966,0.0505,,"ABC transporter, ATP-binding/permease protein",FALSE
2535,SPT_2087,1.005,0.005,0.069,0.004,mutS,305,0,305,0,,SPT_2087,0.989,0.006,0.076,0.006,148,0,148,0,0.017,451,2.25,0.02492,,DNA mismatch repair protein MutS,FALSE
447,SPT_2088,0.969,0.006,0.078,0.009,argR,71,0,71,0,,SPT_2088,0.985,0.005,0.074,0.012,35,0,35,0,-0.016,104,1.048,0.29727,,"transcriptional repressor, putative",FALSE
1692,SPT_2089,,,,,argS,,,,,,SPT_2089,,,,,,,,,,,,,,arginyl-tRNA synthetase,FALSE
390,SPT_2090,1.014,0.006,0.075,0.038,,4,0,4,0,,SPT_2090,0.917,0,0,0,1,0,1,0,0.097,3,2.58,0.08181,,transposase (IS4 family),FALSE
486,SPT_2091,0.986,0.009,0.094,0.01,,81,0,81,0,,SPT_2091,1.006,0.005,0.07,0.011,41,0,41,0,-0.02,120,1.348,0.18034,,hypothetical protein,FALSE
708,SPT_2092,1.005,0.004,0.065,0.007,,77,0,77,0,,SPT_2092,1.021,0.006,0.075,0.012,42,0,42,0,-0.016,117,1.171,0.24408,,alkaline phosphatase synthesis transcriptional regulatory proteinphoP,FALSE
