Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
905,SP_1764,1.003,0.006,0.079,0.009,,69,0,69,0,,SP_1764,1.025,0.007,0.086,0.01,,71,0,71,0,,-0.022,138,1.601,0.11175,,"glycosyl transferase, family 2",UNKNOWN,VIVO,FALSE
1196,SP_1765,0.991,0.004,0.066,0.005,,165,0,165,0,,SP_1765,1.047,0.008,0.089,0.007,,164,0,164,0,,-0.056,327,6.52,0,,"glycosyl transferase, family 8",UNKNOWN,PHENOTYPED,FALSE
1220,SP_1766,1.002,0.008,0.087,0.009,,94,0,94,0,,SP_1766,1.041,0.008,0.088,0.009,,94,0,94,0,,-0.039,186,3.037,0.00273,,"glycosyl transferase, family 8",UNKNOWN,PHENOTYPED,FALSE
2444,SP_1767,1.013,0.006,0.078,0.005,,206,0,206,0,,SP_1767,1.045,0.008,0.092,0.006,,209,0,209,0,,-0.032,413,3.885,0.00012,,"glycosyl transferase, family 8",UNKNOWN,NO-PHENOTYPE,FALSE
1010,SP_1768,0.99,0.005,0.074,0.008,,96,0,96,0,,SP_1768,1.053,0.007,0.085,0.009,,96,0,96,0,,-0.063,190,5.545,0,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
876,SP_1769,1.016,0.006,0.075,0.009,,76,0,76,0,,SP_1769,1.048,0.008,0.087,0.01,,76,0,76,0,,-0.032,150,2.427,0.01642,,"glycosyl transferase, authentic frameshift",UNKNOWN,VIVO,FALSE
1214,SP_1770,0.979,0.005,0.073,0.007,,112,0,112,0,,SP_1770,1.031,0.006,0.08,0.008,,113,0,113,0,,-0.052,223,5.07,0,,"glycosyl transferase, family 8",UNKNOWN,VIVO,FALSE
2090,SP_1771,1.003,0.004,0.065,0.006,,118,0,118,0,,SP_1771,1.032,0.008,0.087,0.008,,120,0,120,0,,-0.029,236,2.955,0.00344,,"glycosyl transferase, family 2/glycosyl transferase family 8",UNKNOWN,VIVO,FALSE
14330,SP_1772,0.988,0,0.02,0.014,,2,0,2,0,,SP_1772,1.012,0,0.015,0.01,,2,0,2,0,,-0.024,2,1.358,0.3073,,cell wall surface anchor family protein,VARIOUS,VIVO,FALSE
586,SP_1773,1.005,0.008,0.09,0.022,,16,0,16,0,M,SP_1773,1.04,0.012,0.11,0.027,,16,0,16,0,M,-0.035,30,0.976,0.33683,,"IS630-Spn1, transposase Orf1/Orf2 degenerate",,REMOVE,FALSE
461,SP_1774,0.991,0.005,0.067,0.028,,6,0,6,0,,SP_1774,0.923,0.001,0.036,0.015,,6,0,6,0,,0.067,10,2.159,0.05617,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
302,SP_1775,0.982,0.005,0.073,0.013,,32,0,32,0,,SP_1775,1.03,0.005,0.073,0.013,,32,0,32,0,,-0.048,62,2.627,0.01084,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
314,SP_1776,0.1,0.1,X,X,,,,,,,SP_1776,0.1,0.1,X,X,,,,,,,,,,,,thioredoxin,VARIOUS,ESSENTIAL,FALSE
464,SP_1777,0.974,0.004,0.064,0.017,,15,0,15,0,,SP_1777,1.047,0.006,0.079,0.02,,16,0,16,0,,-0.073,29,2.834,0.00828,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
668,SP_1778,1.054,0.004,0.066,0.022,,9,0,9,0,,SP_1778,1.059,0.007,0.086,0.029,,9,0,9,0,,-0.005,16,0.128,0.89957,,aquaporin,TRANSPORT,NO-PHENOTYPE,FALSE
560,SP_1779,0.97,0.004,0.063,0.019,,11,0,11,0,,SP_1779,0.981,0.008,0.087,0.025,,12,0,12,0,,-0.011,21,0.345,0.73378,,hypothetical protein,UNKNOWN,VIVO,FALSE
1796,SP_1780,0.999,0.007,0.084,0.009,,81,0,81,0,,SP_1780,1.011,0.007,0.083,0.009,,81,0,81,0,,-0.012,160,0.887,0.37656,,oligoendopeptidase F,UNKNOWN,VIVO,FALSE
743,SP_1781,0.988,0.006,0.074,0.014,,29,0,29,0,,SP_1781,1.001,0.005,0.073,0.014,,28,0,28,0,,-0.013,55,0.666,0.50837,,16S ribosomal RNA methyltransferase RsmE,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
950,SP_1782,1,0.002,0.044,0.009,prmA,26,0,26,0,,SP_1782,1.004,0.011,0.104,0.02,prmA,27,0,27,0,,-0.004,51,0.196,0.84559,,ribosomal protein L11 methyltransferase,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
428,SP_1783,0.983,0.003,0.052,0.012,,20,0,20,0,,SP_1783,0.971,0.008,0.092,0.021,,20,0,20,0,,0.013,38,0.539,0.59314,,MutT/nudix family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1088,SP_1784,0.982,0.004,0.063,0.009,,52,0,52,0,,SP_1784,0.974,0.009,0.093,0.013,,55,0,55,0,,0.009,105,0.566,0.57277,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
470,SP_1785,1.015,0.005,0.072,0.016,,20,0,20,0,,SP_1785,1.026,0.007,0.082,0.018,,20,0,20,0,,-0.011,38,0.455,0.65158,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
452,SP_1786,0.976,0.004,0.063,0.013,,22,0,22,0,,SP_1786,0.996,0.007,0.085,0.018,,22,0,22,0,,-0.02,42,0.872,0.38821,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
206,SP_1787,0.999,0.003,0.053,0.018,,9,0,9,0,,SP_1787,1.027,0.002,0.049,0.016,,9,0,9,0,,-0.028,16,1.164,0.26156,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_1788,0.908,0.001,0.036,0.026,,2,0,2,0,,SP_1788,0.954,0,0.011,0.008,,2,0,2,0,,-0.046,2,1.708,0.22982,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
221,SP_1789,0.98,0.007,0.086,0.043,,4,0,4,0,,SP_1789,0.906,0.014,0.117,0.059,,4,0,4,0,,0.074,6,1.018,0.34814,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1271,SP_1790,0.991,0.005,0.069,0.011,,39,0,39,0,,SP_1790,1.038,0.006,0.078,0.012,,39,0,39,0,,-0.047,76,2.848,0.00566,,"ATPase, AAA family","DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
116,SP_1791,0.996,0.016,0.128,0.039,,11,0,11,0,,SP_1791,1.074,0.021,0.146,0.041,,13,0,13,0,,-0.078,22,1.391,0.17806,,integrase-related protein,UNKNOWN,NO-PHENOTYPE,FALSE
1256,SP_1792,0.1,0.1,X,X,,,,,,,SP_1792,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
575,SP_1793,1.022,0.008,0.087,0.014,,39,0,39,0,,SP_1793,1.062,0.012,0.111,0.018,,37,0,37,0,,-0.041,74,1.762,0.08219,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
425,SP_1794,0.454,0.04,0.201,0.045,,20,5,15,0,,SP_1794,0.488,0.035,0.187,0.041,,21,4,17,0,,-0.034,39,0.552,0.58384,,hypothetical protein,UNKNOWN,CORE,FALSE
1319,SP_1795,1.005,0.007,0.081,0.009,,78,1,77,0,,SP_1795,1.023,0.005,0.069,0.008,,78,0,78,0,,-0.018,154,1.52,0.13051,,putative sucrose-6-phosphate hydrolase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1616,SP_1796,1.014,0.004,0.06,0.005,,133,0,133,0,,SP_1796,1.042,0.007,0.086,0.007,,133,0,133,0,,-0.028,264,3.084,0.00226,,"ABC transporter, substrate-binding protein",TRANSPORT,PHENOTYPED,FALSE
917,SP_1797,1.017,0.004,0.066,0.008,,68,0,68,0,,SP_1797,1.067,0.011,0.106,0.013,,68,0,68,0,,-0.05,134,3.316,0.00118,,"ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
917,SP_1798,1.008,0.005,0.07,0.008,,69,0,69,0,,SP_1798,1.056,0.008,0.089,0.011,,70,0,70,0,,-0.048,137,3.55,0.00053,,"ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
1001,SP_1799,0.986,0.006,0.079,0.01,,69,0,69,0,,SP_1799,0.955,0.011,0.105,0.013,,68,0,68,0,,0.031,135,1.95,0.0533,,"sugar-binding transcriptional regulator, LacI family",REGULATOR,PHENOTYPED,FALSE
1481,SP_1800,0.986,0.006,0.078,0.006,,149,0,149,0,,SP_1800,1.029,0.016,0.128,0.011,,148,0,148,0,,-0.044,295,3.536,0.00047,,putative transcriptional activator,REGULATOR,NO-PHENOTYPE,FALSE
164,SP_1801,0.987,0.003,0.057,0.014,,16,0,16,0,,SP_1801,1.032,0.009,0.097,0.024,,16,0,16,0,,-0.045,30,1.592,0.12184,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
572,SP_1802,1.007,0.005,0.073,0.014,,29,0,29,0,,SP_1802,1.057,0.009,0.093,0.017,,31,0,31,0,,-0.051,58,2.364,0.02143,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
170,SP_1803,1.014,0.007,0.081,0.018,,20,0,20,0,,SP_1803,0.966,0.014,0.118,0.026,,20,0,20,0,,0.049,38,1.512,0.13872,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
608,SP_1804,1.03,0.004,0.063,0.013,,25,0,25,0,,SP_1804,1.051,0.009,0.093,0.019,,24,0,24,0,,-0.021,47,0.932,0.35614,,putative general stress protein 24,UNKNOWN,NO-PHENOTYPE,FALSE
203,SP_1805,1.014,0.001,0.035,0.013,,7,0,7,0,,SP_1805,1.077,0.002,0.042,0.016,,7,0,7,0,,-0.062,12,3.013,0.01079,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
239,SP_1806,1.03,0.004,0.063,0.017,,13,0,13,0,,SP_1806,1.093,0.002,0.049,0.014,,13,0,13,0,,-0.063,24,2.858,0.00868,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
446,SP_1807,0.996,0.005,0.068,0.02,,12,0,12,0,,SP_1807,1.014,0.011,0.107,0.03,,13,0,13,0,,-0.019,23,0.531,0.60081,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
659,SP_1808,1.015,0.006,0.075,0.014,,29,0,29,0,,SP_1808,1.013,0.022,0.149,0.028,,29,0,29,0,,0.003,56,0.09,0.9289,,putative type IV prepilin peptidase,TRANSPORT,NO-PHENOTYPE,FALSE
1151,SP_1809,0.1,0.1,X,X,,,,,,,SP_1809,0.1,0.1,X,X,,,,,,,,,,,,transcriptional regulator,REGULATOR,LIKELYESSENTIAL,FALSE
731,SP_1810,0.992,0.006,0.08,0.011,,56,0,56,0,,SP_1810,1.064,0.007,0.085,0.011,,56,0,56,0,,-0.072,110,4.632,0.00001,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
776,SP_1811,1.032,0.005,0.074,0.014,trpA,28,0,28,0,,SP_1811,1.025,0.014,0.12,0.023,trpA,28,0,28,0,,0.007,54,0.275,0.78407,,"tryptophan synthase, alpha subunit",AMINO ACID METABOLSIM,VIVO,FALSE
1223,SP_1812,1.034,0.002,0.046,0.009,,24,0,24,0,,SP_1812,1.085,0.009,0.095,0.019,,24,0,24,0,,-0.051,46,2.367,0.02219,,"tryptophan synthase, beta subunit",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
599,SP_1813,1.018,0.004,0.064,0.016,,16,0,16,0,,SP_1813,1.03,0.006,0.077,0.019,,16,0,16,0,,-0.013,30,0.503,0.61863,,N-(5-phosphoribosyl)-anthranilate isomerase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
767,SP_1814,1.012,0.005,0.068,0.012,trpC,32,0,32,0,,SP_1814,1.022,0.006,0.076,0.013,trpC,32,0,32,0,,-0.01,62,0.545,0.58744,,indole-3-glycerol phosphate synthase,AMINO ACID METABOLSIM,VIVO,FALSE
1004,SP_1815,1.009,0.002,0.045,0.007,trpD,36,0,36,0,,SP_1815,1.041,0.005,0.069,0.011,trpD,39,0,39,0,,-0.032,73,2.376,0.02013,,anthranilate phosphoribosyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
566,SP_1816,0.995,0.002,0.049,0.017,,8,0,8,0,,SP_1816,0.989,0.003,0.053,0.019,,8,0,8,0,,0.006,14,0.245,0.80979,,anthranilate synthase component II,AMINO ACID METABOLSIM,VIVO,FALSE
1361,SP_1817,0.987,0.006,0.075,0.01,,58,0,58,0,,SP_1817,1.008,0.008,0.089,0.012,,59,0,59,0,,-0.021,115,1.398,0.16489,,anthranilate synthase component I,AMINO ACID METABOLSIM,VIVO,FALSE
182,SP_1818,0.984,0.001,0.027,0.019,,2,0,2,0,,SP_1818,0.952,0.003,0.059,0.042,,2,0,2,0,,0.032,2,0.692,0.56031,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1819,0.95,0.01,0.099,0.044,,5,0,5,0,,SP_1819,0.977,0.001,0.038,0.017,,5,0,5,0,,-0.027,8,0.561,0.59019,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1820,1.028,0.004,0.067,0.024,,8,0,8,0,,SP_1820,1.051,0.009,0.096,0.036,,7,0,7,0,,-0.023,13,0.53,0.60511,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1001,SP_1821,0.979,0.007,0.085,0.008,,108,0,108,0,,SP_1821,1.02,0.01,0.1,0.01,,105,0,105,0,,-0.041,211,3.188,0.00165,,"sugar-binding transcriptional regulator, LacI family",REGULATOR,PHENOTYPED,FALSE
368,SP_1822,0.986,0.006,0.076,0.014,,30,0,30,0,,SP_1822,1.051,0.01,0.1,0.018,,31,0,31,0,,-0.065,59,2.853,0.00596,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
710,SP_1823,1,0.005,0.072,0.01,,54,0,54,0,,SP_1823,1.05,0.006,0.077,0.01,,55,0,55,0,,-0.05,107,3.522,0.00063,,MgtC/SapB family protein,TRANSPORT,NO-PHENOTYPE,FALSE
1691,SP_1824,1.003,0.006,0.075,0.005,,195,0,195,0,,SP_1824,1.063,0.01,0.098,0.007,,199,0,199,0,,-0.06,392,6.863,0,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1010,SP_1825,1.02,0.005,0.072,0.007,,92,0,92,0,,SP_1825,1.082,0.011,0.107,0.011,,94,0,94,0,,-0.063,184,4.703,0.00001,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1067,SP_1826,1.012,0.009,0.092,0.008,,126,0,126,0,,SP_1826,1.063,0.012,0.108,0.01,,125,0,125,0,,-0.051,249,4.007,0.00008,,"ABC transporter, substrate-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
659,SP_1827,1.005,0.005,0.073,0.009,,68,0,68,0,,SP_1827,1.039,0.009,0.096,0.012,,68,0,68,0,,-0.034,134,2.337,0.02095,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1010,SP_1828,1.018,0.007,0.083,0.008,,118,0,118,0,,SP_1828,1.056,0.011,0.105,0.01,,119,0,119,0,,-0.038,235,3.104,0.00214,,UDP-glucose 4-epimerase,CARBOHYDRATE METABOLISM,VIVO,FALSE
1475,SP_1829,1.011,0.005,0.072,0.006,,139,0,139,0,,SP_1829,1.039,0.009,0.095,0.008,,137,0,137,0,,-0.029,274,2.808,0.00534,,galactose-1-phosphate uridylyltransferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
641,SP_1830,0.992,0.005,0.073,0.008,,93,0,93,0,,SP_1830,1.044,0.009,0.095,0.01,,93,0,93,0,,-0.053,184,4.234,0.00004,,putative phosphate transport system regulatory protein PhoU,REGULATOR,PHENOTYPED,FALSE
482,SP_1831,0.99,0.007,0.085,0.011,,57,0,57,0,,SP_1831,1.033,0.008,0.089,0.012,,57,0,57,0,,-0.043,112,2.616,0.01014,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
296,SP_1832,1.007,0.006,0.078,0.012,,46,0,46,0,,SP_1832,1.058,0.009,0.094,0.014,,48,0,48,0,,-0.051,92,2.878,0.00497,,hypothetical protein,UNKNOWN,VIVO,FALSE
2126,SP_1833,1.008,0.006,0.075,0.005,,261,0,261,0,,SP_1833,1.06,0.011,0.105,0.006,,270,0,270,0,,-0.051,529,6.491,0,,cell wall surface anchor family protein,VARIOUS,PHENOTYPED,FALSE
230,SP_1834,1.013,0.014,0.118,0.029,,17,0,17,0,,SP_1834,1.126,0.025,0.157,0.037,,18,0,18,0,,-0.113,33,2.404,0.02199,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
125,SP_1835,0.976,0.006,0.079,0.025,,10,0,10,0,,SP_1835,1.08,0.004,0.064,0.022,,8,0,8,0,,-0.104,16,3.106,0.0068,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
176,SP_1836,1.054,0.005,0.072,0.026,,8,0,8,0,,SP_1836,1.062,0.002,0.048,0.018,,7,0,7,0,,-0.008,13,0.245,0.81053,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1226,SP_1837,0.1,0.1,X,X,,,,,,,SP_1837,0.1,0.1,X,X,,,,,,,,,,,,putative capsular polysaccharide biosynthesis protein,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
692,SP_1838,0.1,0.1,X,X,,,,,,,SP_1838,0.1,0.1,X,X,,,,,,,,,,,,putative glycosyl transferase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1751,SP_1839,1.002,0.005,0.069,0.008,,75,0,75,0,,SP_1839,1.039,0.009,0.094,0.011,,75,0,75,0,,-0.037,148,2.754,0.00662,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1745,SP_1840,0.992,0.006,0.078,0.008,,92,0,92,0,,SP_1840,1.006,0.025,0.158,0.016,,93,0,93,0,,-0.014,183,0.77,0.44229,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
377,SP_1841,0.999,0.003,0.051,0.014,,14,0,14,0,,SP_1841,0.997,0.006,0.076,0.02,,14,0,14,0,,0.002,26,0.075,0.94055,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
113,SP_1842,0.987,0.002,0.047,0.012,,14,0,14,0,,SP_1842,0.992,0.004,0.065,0.017,,14,0,14,0,,-0.005,26,0.218,0.82927,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1843,0.1,0.1,X,X,,,,,,,SP_1843,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
227,SP_1844,1.032,0.005,0.073,0.023,,10,0,10,0,,SP_1844,1.122,0.01,0.102,0.032,,10,0,10,0,,-0.089,18,2.243,0.03773,,hypothetical protein,UNKNOWN,VIVO,FALSE
827,SP_1845,0.1,0.1,X,X,,,,,,,SP_1845,0.1,0.1,X,X,,,,,,,,,,,,exodeoxyribonuclease,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
382,SP_1846,0.994,0.004,0.066,0.014,,23,0,23,0,,SP_1846,0.987,0.006,0.075,0.016,,23,0,23,0,,0.007,44,0.349,0.72864,,"conserved hypothetical protein, degenerate",UNKNOWN,VIVO,FALSE
581,SP_1847,1.014,0.004,0.06,0.012,,25,0,25,0,,SP_1847,1.046,0.007,0.081,0.016,,25,0,25,0,,-0.031,48,1.553,0.12708,,xanthine phosphoribosyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1262,SP_1848,0.997,0.006,0.077,0.011,,51,0,51,0,,SP_1848,1.003,0.007,0.087,0.012,,51,0,51,0,,-0.006,100,0.391,0.69693,,xanthine permease,TRANSPORT,VIVO,FALSE
461,SP_1849,1,0.008,0.09,0.012,,54,0,54,0,,SP_1849,1.058,0.01,0.101,0.014,,53,0,53,0,,-0.057,105,3.094,0.00253,,DpnD protein,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
764,SP_1850,1.009,0.004,0.063,0.009,,46,0,46,0,,SP_1850,1.023,0.009,0.094,0.014,,43,0,43,0,,-0.014,87,0.812,0.41881,,type II restriction endonuclease DpnI,VARIOUS,NO-PHENOTYPE,FALSE
404,SP_1851,1.001,0.004,0.06,0.013,,20,0,20,0,,SP_1851,1.052,0.004,0.064,0.014,,20,0,20,0,,-0.051,38,2.596,0.01335,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1481,SP_1852,1.02,0.013,0.114,0.017,,47,1,46,0,,SP_1852,1.059,0.02,0.142,0.02,,48,0,48,0,,-0.038,93,1.458,0.14818,,galactose-1-phosphate uridylyltransferase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1178,SP_1853,1.005,0.005,0.069,0.009,,54,0,54,0,,SP_1853,1.032,0.007,0.083,0.011,,54,0,54,0,,-0.026,106,1.78,0.07796,,galactokinase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1007,SP_1854,1.01,0.005,0.07,0.011,,40,0,40,0,,SP_1854,1.049,0.007,0.085,0.013,,40,0,40,0,,-0.039,78,2.265,0.02627,,galactose operon repressor,REGULATOR,PHENOTYPED,FALSE
1037,SP_1855,1.01,0.013,0.112,0.018,,39,0,39,0,,SP_1855,1.035,0.014,0.119,0.019,,39,1,38,0,,-0.024,76,0.934,0.35307,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
353,SP_1856,0.99,0.006,0.078,0.015,,28,0,28,0,,SP_1856,1.03,0.013,0.113,0.02,,31,0,31,0,,-0.039,57,1.562,0.12385,,"transcriptional regulator, MerR family",REGULATOR,VIVO,FALSE
899,SP_1857,1.012,0.004,0.064,0.01,,45,0,45,0,,SP_1857,0.999,0.007,0.083,0.012,,45,0,45,0,,0.013,88,0.806,0.42263,,cation efflux system protein,TRANSPORT,NO-PHENOTYPE,FALSE
536,SP_1858,1.009,0.005,0.07,0.013,,31,0,31,0,,SP_1858,1.048,0.006,0.079,0.014,,31,0,31,0,,-0.04,60,2.09,0.04085,,"transcriptional regulator, TetR family",REGULATOR,VIVO,FALSE
809,SP_1859,1.007,0.004,0.06,0.009,,50,0,50,0,,SP_1859,1.039,0.006,0.075,0.011,,50,0,50,0,,-0.032,98,2.36,0.02023,,putative transporter,TRANSPORT,NO-PHENOTYPE,FALSE
1520,SP_1860,1.028,0.005,0.07,0.01,,48,0,48,0,,SP_1860,1.05,0.007,0.085,0.012,,48,0,48,0,,-0.021,94,1.335,0.18495,,choline transporter,TRANSPORT,VIVO,FALSE
728,SP_1861,1.008,0.001,0.033,0.009,,15,0,15,0,,SP_1861,1.035,0.002,0.048,0.012,,15,0,15,0,,-0.027,28,1.834,0.07728,,choline transporter,TRANSPORT,NO-PHENOTYPE,FALSE
764,SP_1862,1.021,0.006,0.076,0.011,,48,0,48,0,,SP_1862,1.032,0.017,0.13,0.018,,50,1,49,0,,-0.011,96,0.528,0.59869,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
443,SP_1863,0.993,0.003,0.058,0.015,,16,0,16,0,,SP_1863,1.023,0.003,0.052,0.013,,16,0,16,0,,-0.03,30,1.516,0.13987,,"transcriptional regulator, MarR family",REGULATOR,NO-PHENOTYPE,FALSE
296,SP_1864,1.04,0.003,0.053,0.016,,11,0,11,0,,SP_1864,1.07,0.002,0.045,0.014,,11,0,11,0,,-0.03,20,1.426,0.16924,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1064,SP_1865,1.022,0.005,0.069,0.011,,41,0,41,0,,SP_1865,1.037,0.007,0.083,0.013,,40,0,40,0,,-0.015,79,0.902,0.36993,,glutamyl-aminopeptidase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
122,SP_1866,0.998,0.003,0.054,0.019,,8,0,8,0,,SP_1866,1.048,0.005,0.074,0.026,,8,0,8,0,,-0.05,14,1.544,0.14488,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
701,SP_1867,1.006,0.004,0.061,0.012,,26,0,26,0,,SP_1867,1.03,0.007,0.084,0.016,,26,0,26,0,,-0.024,50,1.177,0.24477,,NAD-dependent epimerase/dehydratase family protein,CARBOHYDRATE METABOLISM,VIVO,FALSE
110,SP_1868,0.973,0.007,0.083,0.029,,8,0,8,0,,SP_1868,1.081,0.001,0.037,0.013,,8,0,8,0,,-0.108,14,3.385,0.00445,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
974,SP_1869,1.02,0.009,0.092,0.013,,47,0,47,0,,SP_1869,1.024,0.006,0.079,0.012,,45,0,45,0,,-0.004,90,0.212,0.83223,,"iron-compound ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
956,SP_1870,1.019,0.009,0.095,0.016,,36,0,36,0,,SP_1870,1.052,0.01,0.099,0.017,,35,0,35,0,,-0.033,69,1.43,0.15717,,"iron-compound ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
752,SP_1871,1.024,0.007,0.084,0.019,,20,0,20,0,,SP_1871,1.008,0.015,0.123,0.028,,19,0,19,0,,0.017,37,0.497,0.62225,,"iron-compound ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
965,SP_1872,1.031,0.001,0.032,0.008,,18,0,18,0,,SP_1872,1.061,0.003,0.058,0.014,,18,0,18,0,,-0.03,34,1.928,0.06219,,"iron-compound ABC transporter, iron-compound-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
242,SP_1873,0.1,0.1,X,X,,,,,,,SP_1873,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
722,SP_1874,1.008,0.008,0.092,0.023,,16,0,16,0,,SP_1874,1.029,0.025,0.159,0.041,,15,0,15,0,,-0.021,29,0.451,0.65559,,ribosomal large subunit pseudouridine synthase B,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
569,SP_1875,0.893,0.004,0.06,0.017,scpB,13,0,13,0,,SP_1875,0.828,0.01,0.099,0.027,scpB,13,0,13,0,,0.065,24,2.033,0.05321,,segregation and condensation protein B,CELL DIVISION,PHENOTYPED,FALSE
728,SP_1876,0.914,0.005,0.07,0.017,scpA,18,0,18,0,,SP_1876,0.867,0.011,0.105,0.025,scpA,17,0,17,0,,0.047,33,1.531,0.13525,,segregation and condensation protein A,CELL DIVISION,PHENOTYPED,FALSE
740,SP_1877,0.973,0.013,0.114,0.023,xerD,25,0,25,0,,SP_1877,0.992,0.011,0.105,0.021,xerD,25,0,25,0,,-0.019,48,0.614,0.5418,,"integrase/recombinase, phage integrase family",,REMOVE,FALSE
461,SP_1878,1.036,0.007,0.085,0.028,,9,0,9,0,,SP_1878,0.99,0.046,0.214,0.071,,9,0,9,0,,0.046,16,0.596,0.55929,,CBS domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
