Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Vanc,var-19F-Vanc,sd-19F-Vanc,se-19F-Vanc,Total-19F-Vanc,Blank-19F-Vanc,Not Blank-19F-Vanc,Blank Removed-19F-Vanc,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
1674,SPT_2027,0.995,0.007,0.082,0.004,,385,0,385,0,,SPT_2027,1.032438966,0.015268422,0.123565455,0.007910468,244,0,244,0,-0.038,627,4.207,0.00003,,BglG family transcriptional regulator,FALSE
705,SPT_2028,1.009,0.007,0.087,0.008,araD,107,0,107,0,,SPT_2028,1.039441894,0.021488812,0.146590629,0.018044059,66,1,65,0,-0.03,171,1.517,0.13102,,L-ribulose-5-phosphate 4-epimerase (Phosphoribuloseisomerase),FALSE
864,SPT_2029,1.005,0.005,0.074,0.006,,137,0,137,0,,SPT_2029,1.05042869,0.013630366,0.116749157,0.012589385,86,0,86,0,-0.046,221,3.24,0.00138,,"hexulose-6-phosphate isomerase, putative",FALSE
666,SPT_2030,0.986,0.006,0.08,0.008,ulaD,92,0,92,0,,SPT_2030,1.037032466,0.021860745,0.147853797,0.019248925,59,0,59,0,-0.051,149,2.441,0.01581,,"orotidine 5'-phosphate decarboxylase / humps family, putative",FALSE
486,SPT_2031,0.999,0.006,0.075,0.009,,71,0,71,0,,SPT_2031,1.030999485,0.009062114,0.095195134,0.014190853,45,0,45,0,-0.032,114,1.92,0.05741,,ascorbate-specific phosphotransferase enzyme iia component (pts system ascorbate-specific eiia component),FALSE
282,SPT_2032,1.008,0.007,0.083,0.014,,33,0,33,0,,SPT_2032,1.077703264,0.014355656,0.11981509,0.028240688,18,0,18,0,-0.07,49,2.197,0.03281,,ascorbate-specific phosphotransferase enzyme iib component (ascorbate-specific pts system eiib component),FALSE
1458,SPT_2033,0.997,0.008,0.091,0.006,,252,0,252,0,,SPT_2033,1.059389749,0.02006685,0.14165751,0.011129665,162,0,162,0,-0.062,412,4.948,0,,ascorbate-specific PTS system enzyme IIC,FALSE
624,SPT_2034,0.996,0.008,0.09,0.01,,77,0,77,0,,SPT_2034,1.054576858,0.016919211,0.130073867,0.017700811,54,0,54,0,-0.058,129,2.839,0.00526,,hypothetical protein,FALSE
987,SPT_2035,0.896,0.009,0.097,0.01,,101,0,101,0,,SPT_2035,0.939410318,0.017449682,0.132097243,0.015677058,71,0,71,0,-0.044,170,2.38,0.01844,,"jag protein, putative",FALSE
774,SPT_2036,0.951,0.007,0.085,0.009,,90,0,90,0,,SPT_2036,0.896211464,0.020910603,0.144604989,0.018668424,60,0,60,0,0.055,148,2.64,0.00918,,SpoIIIJ family protein,FALSE
372,SPT_2037,0.948,0.006,0.074,0.033,rnpA,5,0,5,0,,SPT_2037,0.947993703,0.011994362,0.109518776,0.054759388,4,0,4,0,0,7,0.002,0.99857,,ribonuclease P protein component,FALSE
132,SPT_2038,0.961,0.007,0.084,0.016,,28,0,28,0,,SPT_2038,0.925127391,0.014474723,0.120310942,0.030077735,16,0,16,0,0.036,42,1.065,0.293,,hypothetical protein,FALSE
1191,SPT_2039,,,,,ackA,,,,,,SPT_2039,1.154850326,0,0,0,1,0,1,0,,,,,,acetate kinase,FALSE
954,SPT_2040,0.994,0.007,0.082,0.007,,127,0,127,0,,SPT_2040,1.026573739,0.011573216,0.107578884,0.011533667,87,0,87,0,-0.032,212,2.373,0.01852,,adenine-specific DNA methylase,FALSE
588,SPT_2041,0.989,0.005,0.072,0.009,,66,0,66,0,,SPT_2041,0.973341284,0.005948756,0.077128177,0.011901136,42,0,42,0,0.015,106,1.024,0.30798,,methyltransferase small domain superfamily,FALSE
414,SPT_2042,1.002,0.008,0.092,0.013,,48,0,48,0,,SPT_2042,1.000568539,0.01164799,0.107925852,0.020041328,29,0,29,0,0.001,75,0.041,0.96719,,hypothetical protein,FALSE
462,SPT_2043,1.001,0.005,0.072,0.01,,49,0,49,0,,SPT_2043,1.004224604,0.014598675,0.120824975,0.021032928,33,0,33,0,-0.003,80,0.139,0.88944,,competence protein ComGF,FALSE
261,SPT_2044,0.976,0.004,0.063,0.012,,28,0,28,0,,SPT_2044,1.015116326,0.007242795,0.085104612,0.020059349,18,0,18,0,-0.039,44,1.663,0.1035,,hypothetical protein,FALSE
405,SPT_2045,0.994,0.01,0.099,0.015,,45,0,45,0,,SPT_2045,0.995229932,0.018191239,0.134874903,0.026974981,25,0,25,0,-0.001,68,0.044,0.96531,,competence protein CglD,FALSE
327,SPT_2046,0.999,0.008,0.088,0.011,,59,0,59,0,,SPT_2046,1.001013479,0.007999451,0.08943965,0.014321806,39,0,39,0,-0.002,96,0.115,0.90876,,competence protein CglC,FALSE
873,SPT_2047,1.006,0.005,0.071,0.007,,112,0,112,0,,SPT_2047,1.010698431,0.01453466,0.120559777,0.013921044,75,0,75,0,-0.005,185,0.311,0.75635,,competence protein CglB,FALSE
942,SPT_2048,0.999,0.008,0.09,0.009,,108,0,108,0,,SPT_2048,1.009210691,0.011659885,0.107980949,0.013094613,68,0,68,0,-0.011,174,0.677,0.4992,,putative ABC transporter subunit ComYA,FALSE
366,SPT_2049,0.961,0.006,0.076,0.01,,57,0,57,0,,SPT_2049,0.899430605,0.009666052,0.098316081,0.015743173,39,0,39,0,0.062,94,3.31,0.00132,,hypothetical protein,FALSE
1059,SPT_2050,1.013,0.005,0.07,0.006,,161,0,161,0,,SPT_2050,1.006610064,0.00823747,0.090760506,0.008857318,105,0,105,0,0.006,264,0.606,0.54518,,"alcohol dehydrogenase, zinc-containing",FALSE
1152,SPT_2051,1.016,0.006,0.075,0.005,nagA,195,0,195,0,,SPT_2051,1.019312579,0.009773849,0.098862781,0.008807397,126,0,126,0,-0.004,319,0.356,0.72222,,N-acetylglucosamine-6-phosphate deacetylase,FALSE
1818,SPT_2052,1.019,0.007,0.081,0.005,,274,0,274,0,,SPT_2052,0.751755746,0.01404276,0.118502151,0.008983625,174,1,173,0,0.267,446,26.08,0,,acyltransferase,FALSE
1143,SPT_2053,0.994,0.005,0.07,0.005,tgt,171,0,171,0,,SPT_2053,0.975007893,0.009857977,0.099287346,0.00959847,107,0,107,0,0.019,276,1.758,0.07982,,queuine tRNA-ribosyltransferase,FALSE
858,SPT_2054,1.005,0.006,0.076,0.006,,154,0,154,0,,SPT_2054,0.95264212,0.0119848,0.109475113,0.010839651,102,0,102,0,0.052,254,4.19,0.00004,,hypothetical protein,FALSE
645,SPT_2055,0.984,0.008,0.091,0.01,pcp2,91,0,91,0,,SPT_2055,0.958251177,0.01039031,0.101932872,0.01327053,59,0,59,0,0.026,148,1.588,0.11449,,pyroglutamyl-peptidase I,FALSE
402,SPT_2056,0.962,0.014,0.117,0.016,,55,0,55,0,,SPT_2056,0.904921062,0.017921637,0.13387172,0.022628451,35,0,35,0,0.057,88,2.059,0.04243,,hypothetical protein,FALSE
426,SPT_2057,0.971,0.013,0.113,0.019,,34,0,34,0,,SPT_2057,0.870265607,0.013665635,0.116900109,0.026818724,19,0,19,0,0.1,51,3.031,0.00382,,MarR family transcriptional regulator,FALSE
1143,SPT_2058,0.949,0.008,0.09,0.008,,136,0,136,0,,SPT_2058,0.884617152,0.020101531,0.141779867,0.015851471,80,0,80,0,0.064,214,3.639,0.00034,,LysM domain-containing protein,FALSE
621,SPT_2059,0.946,0.009,0.096,0.009,,124,0,124,0,,SPT_2059,0.895112775,0.019829007,0.140815507,0.015743652,80,0,80,0,0.051,202,2.825,0.00521,,"HAD-superfamily hydrolase, subfamily IA, variant 1",FALSE
1281,SPT_2060,0.93,0.01,0.099,0.007,,229,0,229,0,,SPT_2060,0.851692248,0.025452603,0.15953872,0.013158532,147,1,146,0,0.078,374,5.313,0,,multi antimicrobial extrusion,FALSE
1485,SPT_2061,0.75,0.012,0.108,0.008,thrC,170,0,170,0,,SPT_2061,0.465725537,0.024933284,0.157902769,0.015265037,107,4,103,0,0.284,275,16.366,0,,threonine synthase,FALSE
1278,SPT_2062,0.985,0.009,0.094,0.01,,86,0,86,0,,SPT_2062,0.99747476,0.011790508,0.108584106,0.014641478,55,0,55,0,-0.012,139,0.677,0.49969,,hypothetical protein,FALSE
115,SPT_2063,1.001,0.012,0.108,0.054,,4,0,4,0,,SPT_2063,1.216093058,0.000119053,0.010911129,0.007715333,2,0,2,0,-0.215,4,3.943,0.01691,,tRNA-Leu*,FALSE
99,SPT_2064,1.264,0,0,0,,1,0,1,0,,SPT_2064,1.476759371,0,0,0,1,0,1,0,-0.212,0,#DIV/0!,#DIV/0!,,tRNA_Gln*,FALSE
,SPT_2065,,,,,,,,,,,SPT_2065,,,,,,,,,,,,,,,FALSE
,SPT_2066,,,,,,,,,,,SPT_2066,,,,,,,,,,,,,,,FALSE
,SPT_2067,,,,,,,,,,,SPT_2067,,,,,,,,,,,,,,,FALSE
,SPT_2068,,,,,,,,,,,SPT_2068,,,,,,,,,,,,,,,FALSE
,SPT_2069,,,,,,,,,,,SPT_2069,,,,,,,,,,,,,,,FALSE
,SPT_2070,,,,,,,,,,,SPT_2070,,,,,,,,,,,,,,,FALSE
98,SPT_2071,1.041,0.089,0.299,0.211,,2,0,2,0,,SPT_2071,0.772861044,0,0,0,1,0,1,0,0.268,1,1.267,0.42546,,tRNA_Gly*,FALSE
,SPT_2072,,,,,,,,,,,SPT_2072,,,,,,,,,,,,,,,FALSE
,SPT_2073,,,,,rrf_3,,,,,,SPT_2073,,,,,,,,,,,,,,,FALSE
,SPT_2074,,,,,rrl4,,,,,,SPT_2074,,,,,,,,,,,,,,,FALSE
,SPT_2076,,,,,,,,,,,SPT_2076,,,,,,,,,,,,,,,FALSE
,SPT_2077,,,,,rrs4,,,,,,SPT_2077,,,,,,,,,,,,,,,FALSE
,SPT_2078,,,,,,,,,,,SPT_2078,,,,,,,,,,,,,,,FALSE
435,SPT_2079,0.951,0.009,0.093,0.012,,60,0,60,0,,SPT_2079,0.945407832,0.013038774,0.114187451,0.017214406,44,0,44,0,0.006,102,0.285,0.77607,,cytidine/deoxycytidylate deaminase family protein,FALSE
1461,SPT_2080,1.069,0.014,0.12,0.06,gltX,4,0,4,0,,SPT_2080,0.988563694,0.037384455,0.193350601,0.111631021,3,0,3,0,0.08,5,0.632,0.55526,,glutamyl-tRNA synthetase,FALSE
1350,SPT_2081,0.957,0.012,0.109,0.039,pgi,8,0,8,0,,SPT_2081,0.729722084,0.068015967,0.26079871,0.106470628,6,0,6,0,0.227,12,2.005,0.06805,,glucose-6-phosphate isomerase,FALSE
180,SPT_2082,0.914,0.013,0.112,0.04,,8,0,8,0,,SPT_2082,0.8388193,0.004522583,0.067250149,0.038826892,3,0,3,0,0.075,9,1.361,0.20655,,hypothetical protein,FALSE
690,SPT_2083,1.005,0.004,0.067,0.007,,81,0,81,0,,SPT_2083,1.040386416,0.009893197,0.099464551,0.013174402,57,0,57,0,-0.035,136,2.308,0.0225,,"glutamine amidotransferase, class-I",FALSE
1767,SPT_2084,0.988,0.005,0.071,0.004,,255,0,255,0,,SPT_2084,0.979246414,0.009688883,0.098432122,0.007931886,154,0,154,0,0.009,407,0.959,0.33814,,"ABC transporter, ATP-binding/permease protein",FALSE
315,SPT_2085,1.036,0.002,0.04,0.023,,3,0,3,0,M,SPT_2085,0.967985643,1.23E-32,1.11E-16,1.11E-16,1,0,1,0,0.068,2,2.94,0.09885,,transposase,FALSE
1695,SPT_2086,1.008,0.007,0.083,0.007,,154,0,154,0,,SPT_2086,0.982735472,0.008154063,0.090299852,0.009168561,97,0,97,0,0.025,249,2.204,0.02842,,"ABC transporter, ATP-binding/permease protein",FALSE
2535,SPT_2087,0.998,0.007,0.081,0.005,mutS,303,0,303,0,,SPT_2087,0.97399084,0.013352005,0.115550876,0.00815033,201,1,200,0,0.024,502,2.52,0.01204,,DNA mismatch repair protein MutS,FALSE
447,SPT_2088,0.991,0.007,0.086,0.01,argR,69,0,69,0,,SPT_2088,0.999718976,0.01247732,0.111701925,0.0162934,47,0,47,0,-0.008,114,0.437,0.66265,,"transcriptional repressor, putative",FALSE
1692,SPT_2089,,,,,argS,,,,,,SPT_2089,,,,,,,,,,,,,,arginyl-tRNA synthetase,FALSE
390,SPT_2090,0.955,0,0.017,0.009,,4,0,4,0,M,SPT_2090,0.9511628,0.003364252,0.058002173,0.03348757,3,0,3,0,0.004,5,0.111,0.91583,,transposase (IS4 family),FALSE
486,SPT_2091,0.983,0.013,0.115,0.012,,85,0,85,0,,SPT_2091,0.997683457,0.012052246,0.109782722,0.014415178,58,0,58,0,-0.015,141,0.776,0.43909,,hypothetical protein,FALSE
708,SPT_2092,0.997,0.006,0.077,0.009,,77,0,77,0,,SPT_2092,0.985806704,0.013882841,0.117825466,0.017968215,43,0,43,0,0.012,118,0.58,0.56301,,alkaline phosphatase synthesis transcriptional regulatory proteinphoP,FALSE
1332,SPT_2093,0.999,0.005,0.07,0.005,,201,0,201,0,,SPT_2093,1.007377285,0.006624809,0.081392932,0.007057662,133,0,133,0,-0.008,332,0.951,0.34212,,sensor histidine kinase PnpS,FALSE
876,SPT_2094,0.995,0.004,0.063,0.006,,122,0,122,0,,SPT_2094,0.991311486,0.008204478,0.090578573,0.010322386,77,0,77,0,0.004,197,0.301,0.76366,,ABC transporter substrate-binding protein - phosphate transport,FALSE
864,SPT_2095,0.992,0.005,0.074,0.006,pstC2,152,0,152,0,,SPT_2095,1.012143902,0.011042744,0.105084463,0.010896751,93,0,93,0,-0.02,243,1.608,0.10907,,"phosphate ABC transporter, permease protein",FALSE
816,SPT_2096,0.995,0.006,0.075,0.005,pstA2,193,0,193,0,,SPT_2096,0.999476446,0.009958064,0.099790099,0.009186423,118,0,118,0,-0.005,309,0.438,0.66161,,"phosphate ABC transporter, permease protein",FALSE
753,SPT_2097,0.997,0.01,0.097,0.008,pstB3,140,0,140,0,,SPT_2097,1.000703519,0.011362909,0.106596948,0.011363273,88,0,88,0,-0.004,226,0.29,0.77207,,"phosphate ABC transporter, ATP-binding protein",FALSE
651,SPT_2098,0.99,0.006,0.077,0.007,phoU2,114,0,114,0,,SPT_2098,0.992192979,0.007190013,0.084793944,0.009857096,74,0,74,0,-0.002,186,0.171,0.86446,,phosphate transport system regulatory protein PhoU,FALSE
426,SPT_2099,0.99,0.006,0.078,0.008,,99,0,99,0,M,SPT_2099,0.995221136,0.005394198,0.073445201,0.00932755,62,0,62,0,-0.006,159,0.464,0.64339,,"transposase, IS1380-Spn1 related, truncation",FALSE
572,SPT_2100,0.993,0.007,0.084,0.008,,101,0,101,0,,SPT_2100,0.964924731,0.009614931,0.098055752,0.012162319,65,0,65,0,0.028,164,1.915,0.05719,,pseudo,FALSE
1017,SPT_2101,0.574,0.03,0.174,0.017,gpsA,102,7,95,0,,SPT_2101,0.312132921,0.03987008,0.199674937,0.024578286,66,11,55,0,0.262,166,8.721,0,,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,FALSE
900,SPT_2102,,,,,galU,,,,,,SPT_2102,,,,,,,,,,,,,,UTP-glucose-1-phosphate uridylyltransferase,FALSE
678,SPT_2103,1.004,0.006,0.079,0.007,,130,0,130,0,,SPT_2103,1.050176678,0.014019117,0.118402351,0.012842538,85,0,85,0,-0.047,213,3.188,0.00165,,"peptidase, S54",FALSE
540,SPT_2104,1,0.009,0.095,0.011,,80,0,80,0,,SPT_2104,1.014281806,0.022885904,0.151280879,0.020978883,52,0,52,0,-0.014,130,0.615,0.53993,,5-formyltetrahydrofolate cyclo-ligase,FALSE
1131,SPT_2105,1.008,0.005,0.074,0.007,,112,0,112,0,,SPT_2105,1.002104944,0.017985483,0.134109965,0.016263222,68,0,68,0,0.006,178,0.36,0.71903,,M20/M25/M40 family peptidase,FALSE
699,SPT_2106,1.007,0.007,0.082,0.01,,72,0,72,0,,SPT_2106,1.02192186,0.012319111,0.11099149,0.016545634,45,0,45,0,-0.015,115,0.796,0.42774,,galactoside O-acetyltransferase,FALSE
912,SPT_2107,0.999,0.007,0.082,0.007,,149,0,149,0,,SPT_2107,1.064502727,0.017243278,0.131313662,0.013264683,98,0,98,0,-0.066,245,4.416,0.00002,,membrane protein,FALSE
2466,SPT_2108,1.026,0.006,0.078,0.003,,513,0,513,0,,SPT_2108,1.144336941,0.010526913,0.102600746,0.005744539,319,0,319,0,-0.119,830,17.692,0,,penicillin-binding protein 1B,FALSE
1257,SPT_2109,,,,,tyrS,,,,,,SPT_2109,,,,,,,,,,,,,,tyrosyl-tRNA synthetase,FALSE
2064,SPT_2110,0.999,0.006,0.076,0.004,,430,0,430,0,,SPT_2110,1.002995529,0.010471146,0.102328618,0.006239086,269,1,268,0,-0.004,697,0.556,0.57819,,P-type ATPase-metal/cation transport,FALSE
279,SPT_2111,0.991,0.006,0.079,0.011,,50,0,50,0,,SPT_2111,1.000879279,0.008479466,0.092084017,0.016538778,31,0,31,0,-0.009,79,0.471,0.6386,,hypothetical protein,FALSE
849,SPT_2112,0.992,0.008,0.087,0.008,,129,0,129,0,,SPT_2112,1.005477178,0.007386902,0.085947086,0.009549676,81,0,81,0,-0.014,208,1.119,0.26457,,23S rRNA m1G745 methyltransferase,FALSE
207,SPT_2113,0.989,0.008,0.092,0.012,,61,0,61,0,,SPT_2113,0.965448213,0.006854943,0.08279458,0.013431055,38,0,38,0,0.023,97,1.3,0.19664,,hypothetical protein,FALSE
2259,SPT_2114,0.991,0.008,0.091,0.007,,180,0,180,0,,SPT_2114,0.967562508,0.00958465,0.097901223,0.0090899,116,0,116,0,0.024,294,2.106,0.03606,,glycogen phosphorylase,FALSE
1518,SPT_2115,0.728,0.017,0.131,0.012,malQ,129,1,128,0,,SPT_2115,0.308273417,0.058482088,0.241830701,0.026544368,83,7,76,0,0.42,210,14.512,0,,4-alpha-glucanotransferase,FALSE
1272,SPT_2116,1.003,0.007,0.081,0.005,,255,0,255,0,,SPT_2116,1.024668127,0.014836379,0.121804677,0.009453876,166,0,166,0,-0.022,419,2.051,0.04092,,maltose/maltodextrin-binding protein,FALSE
1293,SPT_2117,1.001,0.009,0.092,0.007,,198,0,198,0,,SPT_2117,0.975566678,0.013409158,0.11579792,0.01039896,124,0,124,0,0.025,320,2.054,0.04079,,maltodextrin transport system permease protein MalC,FALSE
843,SPT_2118,1.002,0.007,0.082,0.007,,150,0,150,0,,SPT_2118,0.984230225,0.009072334,0.0952488,0.00967105,97,0,97,0,0.017,245,1.482,0.13956,,ABC transporter membrane-spanning permease - maltose/maltodextrin,FALSE
801,SPT_2119,0.987,0.005,0.073,0.007,,117,0,117,0,,SPT_2119,1.038699408,0.010894559,0.104377006,0.012387272,71,0,71,0,-0.052,186,3.693,0.00029,,maltodextrose utilization protein MalA,FALSE
987,SPT_2120,0.963,0.006,0.078,0.006,,149,0,149,0,,SPT_2120,1.078644435,0.011991625,0.109506277,0.011176438,96,0,96,0,-0.116,243,8.976,0,,maltose operon transcriptional repressor,FALSE
942,SPT_2121,0.988,0.008,0.089,0.009,,102,0,102,0,,SPT_2121,0.923593697,0.016309962,0.127710462,0.016090006,63,0,63,0,0.064,163,3.501,0.0006,,YitT family protein,FALSE
1764,SPT_2122,1.013,0.004,0.063,0.021,aspS,9,0,9,0,,SPT_2122,0.986320289,0.00618573,0.078649413,0.039324706,4,0,4,0,0.026,11,0.592,0.56558,,aspartyl-tRNA synthetase,FALSE
237,SPT_2123,0.99,0.046,0.216,0.068,,10,0,10,0,,SPT_2123,0.866367127,0.078331282,0.279877262,0.114259414,6,0,6,0,0.123,14,0.926,0.3699,,chlorohydrolase,FALSE
231,SPT_2124,0.97,0.005,0.072,0.011,,46,0,46,0,,SPT_2124,0.910670116,0.014772357,0.121541585,0.023390689,27,0,27,0,0.059,71,2.301,0.02436,,hypothetical protein,FALSE
642,SPT_2125,0.984,0.006,0.075,0.007,,117,0,117,0,,SPT_2125,0.992356656,0.011546405,0.107454201,0.012013745,80,0,80,0,-0.009,195,0.633,0.52775,,caax amino protease family,FALSE
735,SPT_2126,0.972,0.007,0.085,0.006,,185,0,185,0,,SPT_2126,0.99330065,0.01312574,0.114567621,0.010330214,123,0,123,0,-0.021,306,1.765,0.07853,,hypothetical protein,FALSE
198,SPT_2127,0.98,0.005,0.071,0.01,,47,0,47,0,,SPT_2127,0.987906398,0.007720447,0.087866075,0.01631632,29,0,29,0,-0.008,74,0.418,0.67695,,hypothetical protein,FALSE
207,SPT_2128,0.903,0.013,0.115,0.029,,16,0,16,0,,SPT_2128,1.002772928,0.014221592,0.119254317,0.035956529,11,0,11,0,-0.1,25,2.176,0.03922,,"transcriptional regulator, putative",FALSE
315,SPT_2129,0.985,0.008,0.087,0.013,,46,0,46,0,,SPT_2129,1.017408569,0.005572269,0.074647632,0.013861717,29,0,29,0,-0.032,73,1.7,0.09334,,hypothetical protein,FALSE
153,SPT_2130,0.953,0.011,0.106,0.015,,52,0,52,0,,SPT_2130,0.991224522,0.02116564,0.145484157,0.024591311,35,0,35,0,-0.039,85,1.35,0.18056,,hypothetical protein,FALSE
147,SPT_2131,0.956,0.008,0.087,0.024,,13,0,13,0,,SPT_2131,0.936938667,0.02164395,0.147118831,0.052014362,8,0,8,0,0.019,19,0.326,0.74824,,chlorohydrolase,FALSE
1290,SPT_2132,0.915,0.024,0.156,0.07,hisS,5,0,5,0,,SPT_2132,0.854259303,0.010963842,0.104708365,0.060453403,3,0,3,0,0.061,6,0.657,0.53585,,histidyl-tRNA synthetase,FALSE
1248,SPT_2133,0.991,0.01,0.1,0.007,,211,0,211,0,,SPT_2133,0.973383648,0.020684449,0.143820891,0.013020932,122,1,121,0,0.018,331,1.226,0.22121,,"transporter, major facilitator family",FALSE
762,SPT_2134,1.005,0.009,0.093,0.007,,171,1,170,0,,SPT_2134,0.988563346,0.015259588,0.123529703,0.011569617,114,0,114,0,0.016,283,1.197,0.23214,,positive transcriptional regulator of glucosyltransferase and Spp phenotype,FALSE
135,SPT_2135,1.011,0.007,0.082,0.031,,7,0,7,0,,SPT_2135,1.078995758,0.001999325,0.044713812,0.03161744,2,0,2,0,-0.068,7,1.546,0.16607,,hypothetical protein,FALSE
342,SPT_2136,0.972,0.006,0.075,0.013,,32,0,32,0,,SPT_2136,0.949293659,0.017510249,0.132326299,0.028875966,21,0,21,0,0.023,51,0.727,0.47082,,domain of unknown function protein,FALSE
165,SPT_2137,1.104,0.01,0.099,0.057,,3,0,3,0,,SPT_2137,1.121919508,0.00197806,0.044475391,0.031448851,2,0,2,0,-0.018,3,0.276,0.80041,,chlorohydrolase,FALSE
1704,SPT_2138,0.991,0.008,0.087,0.006,ilvD,223,0,223,0,,SPT_2138,0.977110563,0.012944279,0.113772926,0.009581409,141,1,140,0,0.014,362,1.229,0.21991,,dihydroxy-acid dehydratase,FALSE
933,SPT_2139,0.987,0.007,0.081,0.006,,190,0,190,0,,SPT_2139,0.988841006,0.011054615,0.105140929,0.009329749,127,0,127,0,-0.002,315,0.139,0.88938,,"transketolase, C-terminal subunit",FALSE
858,SPT_2140,0.99,0.009,0.094,0.007,,206,0,206,0,,SPT_2140,1.003569982,0.015452753,0.124309104,0.010944806,129,0,129,0,-0.013,333,1.037,0.30053,,"transketolase, thiamine disphosphate-binding subunit",FALSE
1347,SPT_2141,0.988,0.007,0.085,0.005,ulaA,322,0,322,0,,SPT_2141,0.98537718,0.011306207,0.106330651,0.007462949,203,0,203,0,0.003,523,0.322,0.74763,,ascorbate-specific PTS system enzyme IIC,FALSE
285,SPT_2142,0.996,0.005,0.072,0.008,,81,0,81,0,,SPT_2142,1.007106443,0.009170428,0.095762352,0.013542842,50,0,50,0,-0.011,129,0.721,0.47225,,"PTS system, IIB component, putative",FALSE
2031,SPT_2143,0.984,0.007,0.082,0.004,,537,0,537,0,,SPT_2143,0.984223777,0.012315551,0.110975452,0.006063237,335,0,335,0,-0.001,870,0.095,0.92454,,"transcriptional regulator, BglG family protein",FALSE
1008,SPT_2144,0.991,0.01,0.1,0.008,,155,0,155,0,,SPT_2144,1.018869879,0.011431712,0.106919184,0.010855998,97,0,97,0,-0.028,250,2.081,0.03848,,integral membrane protein,FALSE
201,SPT_2145,0.96,0.004,0.065,0.016,,17,0,17,0,,SPT_2145,0.983743676,0.010226498,0.10112615,0.031978897,10,0,10,0,-0.023,25,0.655,0.51832,,hypothetical protein,FALSE
183,SPT_2146,0.879,0.007,0.082,0.021,rpmF,15,0,15,0,,SPT_2146,0.864390416,0.029302867,0.171180802,0.054132123,10,0,10,0,0.014,23,0.245,0.80878,,ribosomal protein L32,FALSE
150,SPT_2147,0.939,0.009,0.093,0.027,rpmG,12,0,12,0,,SPT_2147,0.976075261,0.031642102,0.177882271,0.067233179,7,0,7,0,-0.037,17,0.516,0.61237,,ribosomal protein L33,FALSE
1866,SPT_2148,0.994,0.007,0.086,0.005,,322,0,322,0,,SPT_2148,0.98093395,0.010148925,0.100741874,0.006985192,208,0,208,0,0.013,528,1.489,0.13713,,choline binding protein PcpA,FALSE
237,SPT_2150,1.055,0.008,0.087,0.022,,16,0,16,0,,SPT_2150,1.033642517,0.001962827,0.044303805,0.014767935,9,0,9,0,0.021,23,0.811,0.42551,,pseudo,FALSE
222,SPT_2151,1.092,0,0,0,,1,0,1,0,M,SPT_2151,,,,,,,,M,,,,,,transposase,FALSE
390,SPT_2152,,,,,,,,,M,,SPT_2152,,,,,,,,M,,,,,,transposase (IS4 family),FALSE
276,SPT_2153,1.018,0.008,0.089,0.017,,29,0,29,0,,SPT_2153,0.991565744,0.014313327,0.119638316,0.031974685,14,0,14,0,0.026,41,0.732,0.46807,,hypothetical protein,FALSE
1881,SPT_2154,0.997,0.005,0.074,0.005,,231,0,231,0,,SPT_2154,1.002701678,0.009044364,0.095101861,0.008095608,138,0,138,0,-0.006,367,0.612,0.54116,,N-acetyl-beta-D-glucosaminidase,FALSE
870,SPT_2155,1.003,0.007,0.086,0.008,,125,0,125,0,,SPT_2155,0.973277597,0.009984048,0.099920206,0.011615488,74,0,74,0,0.029,197,2.105,0.03656,,ROK family protein,FALSE
2646,SPT_2156,0.997,0.005,0.068,0.004,,311,0,311,0,,SPT_2156,0.982815649,0.010161561,0.100804571,0.007163869,198,1,197,0,0.015,507,1.801,0.07228,,"glycosyl hydrolase, family 38",FALSE
1281,SPT_2157,0.999,0.006,0.076,0.005,,195,0,195,0,,SPT_2157,0.973552763,0.011457668,0.107040498,0.00961252,124,1,123,0,0.025,317,2.287,0.02286,,twin-arginine translocation pathway signal,FALSE
2085,SPT_2158,1.001,0.007,0.084,0.005,,311,1,310,0,,SPT_2158,0.971976206,0.010654636,0.103221298,0.00748846,190,0,190,0,0.029,499,3.293,0.00106,,"antigen, cell wall surface anchor family",FALSE
1680,SPT_2159,0.987,0.006,0.077,0.005,,196,0,196,0,,SPT_2159,0.940240853,0.012310482,0.110952611,0.009963839,124,0,124,0,0.046,318,4.082,0.00006,,putative alpha-L-fucosidase 1 (Alpha-L-fucoside fucohydrolase),FALSE
1230,SPT_2160,0.975,0.007,0.086,0.007,arcA,166,0,166,0,,SPT_2160,0.966606548,0.013124059,0.114560286,0.01123356,104,0,104,0,0.008,268,0.631,0.52836,,arginine deiminase,FALSE
1017,SPT_2161,0.983,0.007,0.084,0.007,argF,137,0,137,0,,SPT_2161,0.954922129,0.009487221,0.097402364,0.010756292,82,0,82,0,0.029,217,2.208,0.02826,,ornithine carbamoyltransferase,FALSE
948,SPT_2162,0.997,0.008,0.092,0.008,arcC,125,0,125,0,,SPT_2162,1.002358705,0.014593651,0.120804186,0.013180817,84,0,84,0,-0.005,207,0.351,0.72582,,carbamate kinase,FALSE
