Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
953,SP_2045,1.008,0.006,0.076,0.013,,35,0,35,0,,SP_2045,1.018,0.003,0.053,0.009,,35,0,35,0,,-0.01,68,0.637,0.52648,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
594,SP_2046,1.034,0.003,0.055,0.011,,25,0,25,0,,SP_2046,0.964,0.005,0.07,0.014,,25,0,25,0,,0.071,48,3.964,0.00024,,"conserved domain protein, authentic frameshift",UNKNOWN,NO-PHENOTYPE,FALSE
413,SP_2047,1.01,0.001,0.033,0.01,,11,0,11,0,,SP_2047,1.11,0.037,0.193,0.058,,11,0,11,0,,-0.1,20,1.689,0.10671,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
461,SP_2048,1.015,0.002,0.047,0.01,,23,0,23,0,,SP_2048,1.041,0.016,0.125,0.026,,24,0,24,0,,-0.026,45,0.963,0.34061,,conserved hypothetical protein,TRANSPORT,NO-PHENOTYPE,FALSE
260,SP_2049,1.008,0.006,0.077,0.026,,9,0,9,0,,SP_2049,0.976,0.001,0.032,0.011,,9,0,9,0,,0.032,16,1.15,0.26692,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
404,SP_2050,1.018,0.003,0.055,0.012,,20,0,20,0,,SP_2050,1.074,0.027,0.164,0.037,,20,0,20,0,,-0.056,38,1.452,0.15483,,competence protein CglD,TRANSPORT,NO-PHENOTYPE,FALSE
326,SP_2051,1.041,0,0.013,0.009,,2,0,2,0,,SP_2051,1.037,0.001,0.023,0.016,,2,0,2,0,,0.004,2,0.207,0.85544,,competence protein CglC,TRANSPORT,NO-PHENOTYPE,FALSE
872,SP_2052,0.985,0.01,0.099,0.015,,43,0,43,0,,SP_2052,0.996,0.007,0.084,0.013,,43,0,43,0,,-0.011,84,0.539,0.59113,,competence protein CglB,TRANSPORT,NO-PHENOTYPE,FALSE
941,SP_2053,1.014,0.01,0.1,0.017,,35,0,35,0,,SP_2053,0.992,0.003,0.052,0.009,,36,0,36,0,,0.021,69,1.111,0.27022,,competence protein CglA,TRANSPORT,NO-PHENOTYPE,FALSE
371,SP_2054,0.961,0.006,0.076,0.016,,22,0,22,0,,SP_2054,1.136,0.027,0.166,0.035,,22,0,22,0,,-0.175,42,4.516,0.00005,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1058,SP_2055,1.009,0.003,0.05,0.009,,33,0,33,0,,SP_2055,0.993,0.014,0.117,0.02,,34,0,34,0,,0.016,65,0.741,0.46135,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1151,SP_2056,1.005,0.006,0.075,0.008,,85,0,85,0,,SP_2056,0.996,0.013,0.113,0.012,,89,0,89,0,,0.009,172,0.595,0.55288,,N-acetylglucosamine-6-phosphate deacetylase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1142,SP_2058,0.977,0.005,0.073,0.013,tgt,31,0,31,0,,SP_2058,0.926,0.002,0.047,0.008,tgt,31,0,31,0,,0.051,60,3.258,0.00185,,queuine tRNA-ribosyltransferase,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
857,SP_2059,0.982,0.005,0.069,0.008,,84,0,84,0,,SP_2059,1,0.002,0.046,0.005,,84,0,84,0,,-0.019,166,2.066,0.04039,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
644,SP_2060,1.016,0.008,0.09,0.018,,26,0,26,0,,SP_2060,1.009,0.003,0.051,0.01,,26,0,26,0,,0.007,50,0.341,0.73454,,pyrrolidone-carboxylate peptidase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
359,SP_2061,0.949,0.006,0.076,0.017,,20,0,20,0,,SP_2061,1.059,0.01,0.099,0.022,,20,0,20,0,,-0.111,38,3.964,0.00031,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
425,SP_2062,0.995,0.005,0.073,0.021,,12,0,12,0,,SP_2062,0.997,0.001,0.038,0.011,,12,0,12,0,,-0.002,22,0.066,0.9476,,"transcriptional regulator, MarR family",REGULATOR,NO-PHENOTYPE,FALSE
1112,SP_2063,0.987,0.005,0.069,0.01,,47,0,47,0,,SP_2063,1.054,0.011,0.105,0.015,,47,0,47,0,,-0.067,92,3.636,0.00046,,LysM domain protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
620,SP_2064,0.955,0.008,0.09,0.014,,40,0,40,0,,SP_2064,1.046,0.005,0.068,0.01,,43,0,43,0,,-0.091,81,5.124,0,,"hydrolase, haloacid dehalogenase-like family",UNKNOWN,PHENOTYPED,FALSE
1235,SP_2065,0.971,0.005,0.074,0.009,,61,0,61,0,,SP_2065,1.026,0.007,0.082,0.01,,61,0,61,0,,-0.056,120,3.946,0.00013,,MATE efflux family protein,TRANSPORT,PHENOTYPED,FALSE
1484,SP_2066,0.872,0.008,0.089,0.016,,30,0,30,0,,SP_2066,1.057,0.003,0.054,0.01,,30,0,30,0,,-0.185,58,9.759,0,,threonine synthase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1277,SP_2067,0.974,0.002,0.044,0.012,,13,0,13,0,,SP_2067,0.989,0.001,0.031,0.009,,13,0,13,0,,-0.015,24,1.017,0.31915,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
434,SP_2068,0.1,0.1,X,X,,,,,,,SP_2068,0.1,0.1,X,X,,,,,,,,,,,,cytidine/deoxycytidylate deaminase family protein,NUCLEOTIDE METABOLSIM,VIVO,FALSE
1460,SP_2069,0.991,0,0.02,0.014,gltX,2,0,2,0,,SP_2069,1.033,0.001,0.023,0.016,gltX,2,0,2,0,,-0.042,2,1.946,0.19105,,glutamyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1349,SP_2070,0.1,0.1,X,X,pgi,,,,,,SP_2070,0.1,0.1,X,X,pgi,,,,,,,,,,,glucose-6-phosphate isomerase,CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
179,SP_2071,0.95,0,0,0,,1,0,1,0,,SP_2071,1.212,0,0.005,0.004,,2,0,2,0,,-0.262,1,72.115,0.00883,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
728,SP_2072,1.029,0.003,0.055,0.012,,20,0,20,0,,SP_2072,1.035,0.02,0.14,0.031,,20,0,20,0,,-0.005,38,0.164,0.87081,,"glutamine amidotransferase, class-I",AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1766,SP_2073,1.004,0.005,0.072,0.007,,101,0,101,0,,SP_2073,0.968,0.007,0.083,0.008,,100,0,100,0,,0.036,199,3.287,0.0012,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
395,SP_2074,0.979,0.01,0.101,0.032,,10,0,10,0,M,SP_2074,1.039,0.013,0.115,0.035,,11,0,11,0,M,-0.06,19,1.277,0.21682,,"transposase, IS116/IS110/IS902 family, degenerate",,REMOVE,FALSE
1694,SP_2075,1.017,0.004,0.065,0.008,,59,0,59,0,,SP_2075,1.005,0.018,0.136,0.018,,59,0,59,0,,0.012,116,0.621,0.53549,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
2533,SP_2076,1.003,0.005,0.07,0.007,,109,0,109,0,,SP_2076,1.023,0.008,0.087,0.008,,109,0,109,0,,-0.019,216,1.783,0.07604,,"DNA mismatch repair protein HexA, authentic frameshift","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
446,SP_2077,0.997,0.004,0.066,0.011,,38,0,38,0,,SP_2077,1.041,0.008,0.088,0.014,,39,0,39,0,,-0.044,75,2.511,0.01421,,putative transcriptional repressor,REGULATOR,NO-PHENOTYPE,FALSE
1691,SP_2078,0.1,0.1,X,X,argS,,,,,,SP_2078,0.1,0.1,X,X,argS,,,,,,,,,,,arginyl-tRNA synthetase,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
389,SP_2079,0.1,0.1,X,X,,,,,,,SP_2079,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
143,SP_2080,0.1,0.1,X,X,,,,,,,SP_2080,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA, truncation",,REMOVE,FALSE
461,SP_2081,0.997,0.005,0.068,0.016,,18,0,18,0,,SP_2081,1.012,0.006,0.075,0.018,,18,0,18,0,,-0.015,34,0.626,0.53537,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
707,SP_2082,1.022,0.002,0.043,0.013,,11,0,11,0,,SP_2082,1.008,0.001,0.032,0.01,,11,0,11,0,,0.014,20,0.856,0.40228,,response regulator,REGULATOR,NO-PHENOTYPE,FALSE
1331,SP_2083,1.015,0.003,0.052,0.008,,40,0,40,0,,SP_2083,1.04,0.006,0.075,0.012,,41,0,41,0,,-0.025,79,1.745,0.08487,,sensor histidine kinase PnpS,REGULATOR,NO-PHENOTYPE,FALSE
875,SP_2084,1.018,0.008,0.089,0.013,,48,0,48,0,,SP_2084,0.995,0.003,0.053,0.008,,48,0,48,0,,0.023,94,1.52,0.13179,,"phosphate ABC transporter, phosphate-binding protein",TRANSPORT,VIVO,FALSE
863,SP_2085,0.999,0.004,0.064,0.008,,70,0,70,0,,SP_2085,1.027,0.013,0.116,0.014,,69,0,69,0,,-0.028,137,1.759,0.08089,,"phosphate ABC transporter, permease protein",TRANSPORT,VIVO,FALSE
815,SP_2086,1.005,0.003,0.059,0.006,,96,0,96,0,,SP_2086,1.038,0.012,0.111,0.011,,98,0,98,0,,-0.033,192,2.593,0.01024,,"phosphate ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
752,SP_2087,1.019,0.01,0.1,0.014,,52,0,52,0,,SP_2087,1.088,0.022,0.147,0.021,,50,0,50,0,,-0.069,100,2.779,0.00652,,"phosphate ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
650,SP_2088,1.01,0.006,0.078,0.012,,42,0,42,0,,SP_2088,1.11,0.026,0.16,0.025,,42,0,42,0,,-0.099,82,3.617,0.00051,,phosphate transport system regulatory protein PhoU,REGULATOR,VIVO,FALSE
425,SP_2089,1.016,0.004,0.066,0.012,,29,0,29,0,,SP_2089,1.003,0.001,0.033,0.006,,28,0,28,0,,0.014,55,1.008,0.31787,,"transposase, IS1380-Spn1 related, truncation",,REMOVE,FALSE
440,SP_2090,0.99,0.005,0.071,0.014,,25,0,25,0,,SP_2090,1.035,0.016,0.128,0.025,,26,0,26,0,,-0.045,49,1.556,0.12625,,transcriptional regulator,REGULATOR,VIVO,FALSE
1016,SP_2091,0.1,0.1,X,X,gpsA,,,,,,SP_2091,0.1,0.1,X,X,gpsA,,,,,,,,,,,glycerol-3-phosphate dehydrogenase (NAD(P)+),CELL WALL METABOLISM,ESSENTIAL,FALSE
899,SP_2092,0.1,0.1,X,X,,,,,,,SP_2092,0.1,0.1,X,X,,,,,,,,,,,,UTP-glucose-1-phosphate uridylyltransferase,CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
968,SP_2093,0.998,0.009,0.097,0.011,,81,0,81,0,,SP_2093,1.026,0.006,0.075,0.008,,81,0,81,0,,-0.027,160,1.992,0.04809,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
677,SP_2094,1,0.002,0.047,0.009,,27,0,27,0,,SP_2094,1.031,0.015,0.123,0.024,,27,0,27,0,,-0.031,52,1.206,0.23344,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
539,SP_2095,0.993,0.002,0.048,0.01,,24,0,24,0,,SP_2095,0.99,0.002,0.04,0.008,,24,0,24,0,,0.002,46,0.193,0.84777,,5-formyltetrahydrofolate cyclo-ligase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1130,SP_2096,1.01,0.006,0.076,0.014,,28,0,28,0,,SP_2096,0.99,0.003,0.056,0.011,,28,0,28,0,,0.02,54,1.117,0.26902,,"peptidase, M20/M25/M40 family",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
698,SP_2097,1.001,0.006,0.079,0.014,,30,0,30,0,,SP_2097,0.961,0.003,0.056,0.01,,30,0,30,0,,0.04,58,2.285,0.02597,,"putative 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
911,SP_2098,1.007,0.006,0.078,0.011,,55,0,55,0,,SP_2098,1.007,0.009,0.096,0.013,,56,0,56,0,,0,109,0.012,0.99032,,membrane protein,UNKNOWN,VIVO,FALSE
2465,SP_2099,1.001,0.005,0.07,0.005,,182,0,182,0,,SP_2099,0.919,0.005,0.07,0.005,,180,0,180,0,,0.082,360,11.15,0,,penicillin-binding protein 1B,CELL WALL METABOLISM,PHENOTYPED,FALSE
1256,SP_2100,0.1,0.1,X,X,,,,,,,SP_2100,0.1,0.1,X,X,,,,,,,,,,,,tyrosyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
2063,SP_2101,1.008,0.005,0.067,0.005,,158,0,158,0,,SP_2101,1.037,0.007,0.086,0.007,,160,0,160,0,,-0.03,316,3.418,0.00071,,"cation-transporting ATPase, EI-E2 family",TRANSPORT,PHENOTYPED,FALSE
311,SP_2102,0.996,0.003,0.059,0.011,,30,0,30,0,,SP_2102,1.036,0.005,0.073,0.013,,30,0,30,0,,-0.04,58,2.36,0.02164,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
848,SP_2103,1.023,0.002,0.048,0.009,,28,0,28,0,,SP_2103,1.019,0.014,0.117,0.022,,29,0,29,0,,0.004,55,0.168,0.86735,,rRNA (guanine-N1-)-methyltransferase,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
206,SP_2104,0.992,0.006,0.076,0.015,,27,0,27,0,,SP_2104,1.022,0.006,0.08,0.015,,28,0,28,0,,-0.03,53,1.424,0.16019,,hypothetical protein,UNKNOWN,VIVO,FALSE
572,SP_2105,1.01,0.005,0.067,0.008,,65,0,65,0,,SP_2105,1.088,0.026,0.162,0.02,,65,0,65,0,,-0.078,128,3.576,0.00049,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2258,SP_2106,0.987,0.005,0.072,0.008,,86,0,86,0,,SP_2106,0.969,0.012,0.111,0.012,,88,0,88,0,,0.018,172,1.253,0.21179,,glycogen phosphorylase family protein,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1517,SP_2107,0.704,0.05,0.224,0.038,,35,3,32,0,,SP_2107,0.493,0.095,0.308,0.051,,36,7,29,0,,0.211,69,3.313,0.00147,,4-alpha-glucanotransferase,CARBOHYDRATE METABOLISM,CORE,FALSE
1271,SP_2108,1.021,0.009,0.095,0.01,,89,0,89,0,,SP_2108,1.071,0.009,0.097,0.01,,86,0,86,0,,-0.05,173,3.476,0.00064,,"maltose/maltodextrin ABC transporter, maltose/maltodextrin-binding protein",TRANSPORT,PHENOTYPED,FALSE
1307,SP_2109,1.007,0.007,0.086,0.009,,84,0,84,0,,SP_2109,1.108,0.017,0.131,0.014,,87,0,87,0,,-0.101,169,6.006,0,,"maltodextrin ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
842,SP_2110,1.009,0.004,0.059,0.007,,71,0,71,0,,SP_2110,1.041,0.002,0.05,0.006,,72,0,72,0,,-0.032,141,3.512,0.0006,,"maltodextrin ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
800,SP_2111,0.994,0.004,0.067,0.009,,52,0,52,0,,SP_2111,1.032,0.007,0.084,0.012,,51,0,51,0,,-0.038,101,2.533,0.01284,,malA protein,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
986,SP_2112,0.995,0.006,0.08,0.011,,49,0,49,0,,SP_2112,0.992,0.005,0.067,0.01,,50,0,50,0,,0.003,97,0.177,0.85976,,maltose operon transcriptional repressor,REGULATOR,PHENOTYPED,FALSE
941,SP_2113,0.987,0.007,0.084,0.019,,19,0,19,0,,SP_2113,0.987,0.007,0.082,0.019,,19,0,19,0,,0,36,0.008,0.99381,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1763,SP_2114,0.1,0.1,X,X,aspS,,,,,,SP_2114,0.1,0.1,X,X,aspS,,,,,,,,,,,aspartyl-tRNA synthetase,AMINO ACID METABOLSIM,LIKELYESSENTIAL,FALSE
230,SP_2115,1,0.004,0.066,0.02,,11,0,11,0,,SP_2115,1.091,0.001,0.035,0.011,,11,0,11,0,,-0.091,20,4.004,0.0007,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
641,SP_2116,0.998,0.004,0.065,0.01,,40,0,40,0,,SP_2116,1.014,0.002,0.042,0.007,,40,0,40,0,,-0.015,78,1.26,0.21141,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
680,SP_2117,0.977,0.005,0.073,0.009,,69,0,69,0,,SP_2117,1.017,0.004,0.062,0.007,,72,0,72,0,,-0.041,139,3.551,0.00052,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
200,SP_2118,0.989,0.004,0.063,0.015,,19,0,19,0,,SP_2118,1.007,0.002,0.044,0.01,,19,0,19,0,,-0.018,36,1.016,0.3164,,hypothetical protein,UNKNOWN,VIVO,FALSE
215,SP_2119,0.961,0.01,0.101,0.036,,8,0,8,0,,SP_2119,0.854,0.001,0.035,0.012,,8,0,8,0,,0.107,14,2.83,0.01337,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
467,SP_2120,0.994,0.012,0.11,0.015,,51,0,51,0,,SP_2120,1.003,0.003,0.052,0.007,,51,0,51,0,,-0.009,100,0.515,0.60759,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1289,SP_2121,0.907,0.004,0.064,0.045,hisS,2,0,2,0,,SP_2121,0.747,0,0.013,0.009,hisS,2,0,2,0,,0.16,2,3.458,0.07442,,histidyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1247,SP_2122,1.006,0.004,0.065,0.008,,74,0,74,0,,SP_2122,1.011,0.007,0.085,0.01,,76,0,76,0,,-0.005,148,0.401,0.68876,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
850,SP_2123,1.004,0.006,0.08,0.008,,89,0,89,0,,SP_2123,1.024,0.006,0.076,0.008,,89,0,89,0,,-0.02,176,1.724,0.08648,,"transcriptional regulator, authentic frameshift",REGULATOR,NO-PHENOTYPE,FALSE
134,SP_2124,1.017,0.017,0.132,0.059,,5,0,5,0,,SP_2124,0.942,0.001,0.027,0.012,,5,0,5,0,,0.075,8,1.252,0.24598,,hypothetical protein,UNKNOWN,VIVO,FALSE
341,SP_2125,1.031,0.006,0.075,0.028,,7,0,7,0,,SP_2125,0.96,0.008,0.088,0.036,,6,0,6,0,,0.071,11,1.549,0.14965,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1703,SP_2126,1.027,0.008,0.087,0.009,,89,0,89,0,,SP_2126,1.014,0.003,0.054,0.006,,90,0,90,0,,0.013,177,1.173,0.2422,,dihydroxy-acid dehydratase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
932,SP_2127,1.012,0.005,0.067,0.009,,53,0,53,0,,SP_2127,1.002,0.005,0.071,0.01,,53,0,53,0,,0.01,104,0.746,0.45732,,"transketolase, C-terminal subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
857,SP_2128,1.019,0.004,0.063,0.006,,98,0,98,0,,SP_2128,1.034,0.008,0.088,0.009,,99,0,99,0,,-0.015,195,1.338,0.18235,,"transketolase, N-terminal subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1346,SP_2129,1.009,0.006,0.078,0.006,ulaA,179,1,178,0,,SP_2129,1.045,0.01,0.098,0.007,ulaA,179,0,179,0,,-0.036,356,3.844,0.00014,,"putative PTS system, IIC component",TRANSPORT,NO-PHENOTYPE,FALSE
284,SP_2130,1.008,0.005,0.074,0.011,,47,0,47,0,,SP_2130,1.059,0.006,0.075,0.011,,45,0,45,0,,-0.051,90,3.303,0.00137,,"putative PTS system, IIB component",TRANSPORT,NO-PHENOTYPE,FALSE
2030,SP_2131,1.02,0.006,0.079,0.005,,228,0,228,0,,SP_2131,1.059,0.007,0.084,0.006,,225,0,225,0,,-0.039,451,5.125,0,,"transcriptional regulator, BglG family",REGULATOR,VIVO,FALSE
1007,SP_2132,1.036,0.007,0.084,0.009,,85,0,85,0,,SP_2132,1.027,0.004,0.06,0.006,,85,0,85,0,,0.009,168,0.767,0.44393,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
200,SP_2133,1.023,0.003,0.051,0.016,,10,0,10,0,,SP_2133,0.988,0.002,0.048,0.015,,10,0,10,0,,0.034,18,1.553,0.13778,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
182,SP_2134,0.1,0.1,X,X,rpmF,,,,,,SP_2134,1.296,0,0,0,rpmF,1,0,1,0,,,,,,,ribosomal protein L32,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
149,SP_2135,0.973,0.002,0.041,0.02,rpmG,4,0,4,0,,SP_2135,0.905,0.004,0.064,0.032,rpmG,4,0,4,0,,0.068,6,1.797,0.12249,,ribosomal protein L33,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
1865,SP_2136,1.013,0.006,0.08,0.006,,150,0,150,0,,SP_2136,1.049,0.006,0.077,0.006,,153,0,153,0,,-0.035,301,3.921,0.00011,,choline binding protein PcpA,VARIOUS,NO-PHENOTYPE,FALSE
350,SP_2137,1.049,0.007,0.082,0.047,,3,0,3,0,,SP_2137,1.021,0.003,0.057,0.026,,5,0,5,0,,0.028,6,0.523,0.6194,,"IS1381, transposase OrfA, internal deletion",,REMOVE,FALSE
389,SP_2138,0.1,0.1,X,X,,,,,,,SP_2138,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
326,SP_2139,1.029,0.008,0.087,0.024,,13,0,13,0,,SP_2139,1.04,0.005,0.07,0.019,,13,0,13,0,,-0.012,24,0.378,0.70869,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
209,SP_2140,1.013,0.003,0.057,0.01,,31,0,31,0,,SP_2140,1.008,0.001,0.035,0.006,,30,0,30,0,,0.005,59,0.378,0.70704,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1880,SP_2141,1.007,0.005,0.067,0.009,,62,0,62,0,,SP_2141,1.016,0.012,0.107,0.013,,64,0,64,0,,-0.009,124,0.535,0.59337,,glycosyl hydrolase-related protein,CELL WALL METABOLISM,VIVO,FALSE
869,SP_2142,1.013,0.003,0.057,0.008,,48,0,48,0,,SP_2142,1.006,0.007,0.083,0.012,,48,0,48,0,,0.007,94,0.494,0.62261,,ROK family protein,CARBOHYDRATE METABOLISM,VIVO,FALSE
2660,SP_2143,1.004,0.003,0.058,0.005,,130,0,130,0,,SP_2143,1.006,0.009,0.097,0.008,,130,0,130,0,,-0.002,258,0.232,0.81676,,conserved hypothetical protein,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1280,SP_2144,1.02,0.007,0.082,0.011,,53,0,53,0,,SP_2144,1.001,0.011,0.106,0.014,,55,0,55,0,,0.019,106,1.039,0.30127,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2084,SP_2145,1.003,0.005,0.074,0.007,,123,0,123,0,,SP_2145,1.035,0.007,0.086,0.008,,124,0,124,0,,-0.032,245,3.122,0.00201,,"antigen, cell wall surface anchor family",VARIOUS,NO-PHENOTYPE,FALSE
1679,SP_2146,0.977,0.005,0.074,0.01,,58,0,58,0,,SP_2146,1.051,0.018,0.134,0.017,,60,0,60,0,,-0.073,116,3.705,0.00033,,conserved hypothetical protein,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
224,SP_2147,0.972,0.002,0.049,0.009,,31,0,31,0,,SP_2147,0.986,0.003,0.053,0.009,,31,0,31,0,,-0.014,60,1.063,0.29219,,hypothetical protein,UNKNOWN,VIVO,FALSE
1229,SP_2148,1.005,0.006,0.074,0.011,,47,0,47,0,,SP_2148,1.041,0.02,0.141,0.021,,45,0,45,0,,-0.036,90,1.53,0.12962,,arginine deiminase,AMINO ACID METABOLSIM,VIVO,FALSE
1016,SP_2150,0.995,0.004,0.062,0.008,,53,0,53,0,,SP_2150,1.023,0.009,0.095,0.013,,53,0,53,0,,-0.028,104,1.819,0.07186,,ornithine carbamoyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
947,SP_2151,0.995,0.004,0.065,0.009,,52,0,52,0,,SP_2151,0.992,0.002,0.041,0.006,,51,0,51,0,,0.003,101,0.306,0.76053,,carbamate kinase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1511,SP_2152,1.003,0.006,0.076,0.007,,133,0,133,0,,SP_2152,1.03,0.005,0.072,0.006,,133,0,133,0,,-0.027,264,2.964,0.00332,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1331,SP_2153,0.995,0.005,0.069,0.008,,77,0,77,0,,SP_2153,1.041,0.01,0.098,0.011,,80,0,80,0,,-0.046,155,3.438,0.00075,,"peptidase, M20/M25/M40 family",UNKNOWN,NO-PHENOTYPE,FALSE
128,SP_2154,1.002,0.005,0.072,0.032,,5,0,5,0,,SP_2154,1.022,0,0.019,0.009,,4,0,4,0,,-0.019,7,0.574,0.58369,,"IS3-Spn1, hypothetical protein, truncation",,REMOVE,FALSE
529,SP_2155,0.976,0.007,0.085,0.013,,42,0,42,0,,SP_2155,1.015,0.005,0.072,0.011,,42,0,42,0,,-0.038,82,2.225,0.02881,,"immunoglobulin A1 protease, degenerate",VARIOUS,VIVO,FALSE
824,SP_2156,1.012,0.006,0.076,0.014,,31,0,31,0,,SP_2156,1.016,0.011,0.104,0.019,,31,0,31,0,,-0.004,60,0.174,0.86268,,SPFH domain/Band 7 family,UNKNOWN,NO-PHENOTYPE,FALSE
1151,SP_2157,1.022,0.006,0.077,0.007,,114,0,114,0,,SP_2157,1.005,0.004,0.062,0.006,,116,0,116,0,,0.017,228,1.872,0.06244,,"alcohol dehydrogenase, iron-containing",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1766,SP_2158,1.003,0.005,0.073,0.005,fucI,199,0,199,0,,SP_2158,1.029,0.012,0.109,0.008,fucI,201,0,201,0,,-0.026,398,2.752,0.00619,,L-fucose isomerase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
3116,SP_2159,1.003,0.006,0.08,0.004,,458,1,457,0,,SP_2159,1.046,0.008,0.089,0.004,,466,0,466,0,,-0.043,922,7.68,0,,fucolectin-related protein,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
2294,SP_2160,1.01,0.006,0.077,0.004,,337,0,337,0,,SP_2160,1.027,0.009,0.095,0.005,,340,0,340,0,,-0.018,675,2.641,0.00845,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
