Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Kan,var-19F-Kan,sd-19F-Kan,se-19F-Kan,Total-19F-Kan,Blank-19F-Kan,Not Blank-19F-Kan,Blank Removed-19F-Kan,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
87,SPT_1918,1.005,0.006,0.08,0.018,,21,0,21,0,,SPT_1918,0.986,0.005,0.074,0.017,20,0,20,0,0.02,39,0.819,0.4179,,tetracycline resistance determinant leader peptide,FALSE
1920,SPT_1919,0.98,0.006,0.075,0.004,,418,0,418,0,,SPT_1919,0.999,0.007,0.085,0.004,401,0,401,0,-0.019,817,3.412,0.00068,,tetracycline resistance protein,FALSE
561,SPT_1921,0.983,0.005,0.07,0.006,,124,0,124,0,,SPT_1921,0.983,0.006,0.08,0.007,122,0,122,0,0,244,0.027,0.97845,,pseudo,FALSE
336,SPT_1922,0.995,0.011,0.106,0.013,,70,0,70,0,,SPT_1922,1.024,0.014,0.118,0.014,69,0,69,0,-0.029,137,1.508,0.13396,,hypothetical protein,FALSE
312,SPT_1923,1.004,0.005,0.069,0.009,,66,0,66,0,,SPT_1923,1.005,0.007,0.085,0.011,64,0,64,0,-0.002,128,0.113,0.90996,,hypothetical protein,FALSE
300,SPT_1924,0.995,0.005,0.073,0.008,,84,0,84,0,,SPT_1924,1.028,0.005,0.072,0.008,79,0,79,0,-0.033,161,2.909,0.00414,,hypothetical protein,FALSE
1464,SPT_1925,0.992,0.006,0.076,0.005,,281,0,281,0,,SPT_1925,0.989,0.008,0.091,0.006,262,1,261,0,0.004,541,0.517,0.60504,,Mel protein,FALSE
1218,SPT_1926,0.99,0.004,0.067,0.004,,304,0,304,0,,SPT_1926,0.993,0.006,0.077,0.004,295,1,294,0,-0.002,597,0.372,0.71001,,macrolide-efflux protein,FALSE
171,SPT_1927,1.015,0.005,0.073,0.013,,33,0,33,0,,SPT_1927,1.002,0.008,0.087,0.016,29,0,29,0,0.013,60,0.62,0.53758,,hypothetical protein,FALSE
354,SPT_1928,1.002,0.004,0.065,0.008,,61,0,61,0,,SPT_1928,1.004,0.006,0.079,0.01,60,0,60,0,-0.001,119,0.099,0.92134,,"transcriptional regulator, putative",FALSE
423,SPT_1929,0.951,0.009,0.092,0.012,,55,0,55,0,,SPT_1929,0.962,0.01,0.1,0.014,50,1,49,0,-0.011,103,0.574,0.56748,,"sigma-70, region 4 family",FALSE
204,SPT_1930,0.978,0.009,0.093,0.019,,23,0,23,0,,SPT_1930,1.046,0.004,0.065,0.014,23,0,23,0,-0.067,44,2.841,0.00679,,hypothetical protein,FALSE
1218,SPT_1931,0.994,0.005,0.074,0.005,,240,0,240,0,,SPT_1931,0.998,0.006,0.08,0.005,235,0,235,0,-0.003,473,0.474,0.6355,,transposase from transposon (Integrase),FALSE
141,SPT_1932,0.987,0.01,0.098,0.037,,7,0,7,0,,SPT_1932,0.988,0.001,0.028,0.011,7,0,7,0,-0.001,12,0.023,0.98231,,hypothetical protein,FALSE
2016,SPT_1933,1.004,0.006,0.075,0.004,,348,0,348,0,,SPT_1933,0.999,0.008,0.092,0.005,338,0,338,0,0.004,684,0.702,0.48265,,bacteriocin-associated integral membrane protein,FALSE
633,SPT_1934,1.002,0.005,0.073,0.008,,79,0,79,0,,SPT_1934,0.982,0.005,0.073,0.008,73,0,73,0,0.019,150,1.642,0.10267,,"ABC transporter, ATP-binding protein",FALSE
162,SPT_1935,0.973,0.004,0.062,0.011,,34,0,34,0,,SPT_1935,0.999,0.003,0.059,0.01,34,0,34,0,-0.026,66,1.774,0.08067,,hypothetical protein,FALSE
414,SPT_1936,1.027,0.007,0.081,0.013,ndk,37,0,37,0,,SPT_1936,1.016,0.004,0.066,0.011,37,0,37,0,0.011,72,0.609,0.54456,,nucleoside diphosphate kinase (NDK) (NDP kinase)(Abnormal wing disks protein) (Killer of prune protein),FALSE
3678,SPT_1937,0.954,0.011,0.106,0.027,rpoC,15,0,15,0,,SPT_1937,0.965,0.006,0.075,0.02,14,0,14,0,-0.011,27,0.314,0.75561,,DNA-directed RNA polymerase subunit beta',FALSE
3612,SPT_1938,0.992,0.001,0.027,0.019,rpoB,2,0,2,0,,SPT_1938,1.11,0.003,0.053,0.03,3,0,3,0,-0.118,3,3.303,0.04564,,"DNA-directed RNA polymerase, beta subunit",FALSE
117,SPT_1939,1.018,0.005,0.072,0.036,,4,0,4,0,,SPT_1939,1.042,0,0.021,0.012,3,0,3,0,-0.024,5,0.637,0.55197,,hypothetical protein,FALSE
,SPT_1940,,,,,,,,,,,SPT_1940,,,,,,,,,,,,,,,FALSE
120,SPT_1941,0.982,0.008,0.087,0.022,,16,0,16,0,,SPT_1941,1.033,0.003,0.053,0.013,16,0,16,0,-0.051,30,2.019,0.05245,,hypothetical protein,FALSE
1332,SPT_1942,0.991,0.006,0.075,0.006,,170,0,170,0,,SPT_1942,0.958,0.008,0.09,0.007,162,1,161,0,0.033,330,3.634,0.00032,,CBS domain protein,FALSE
825,SPT_1943,1.025,0.005,0.074,0.008,,83,0,83,0,,SPT_1943,1.007,0.005,0.07,0.008,81,0,81,0,0.018,162,1.597,0.11213,,DNA-entry nuclease,FALSE
189,SPT_1944,1.026,0.004,0.065,0.011,,37,0,37,0,,SPT_1944,1.003,0.005,0.07,0.012,33,0,33,0,0.022,68,1.384,0.17102,,hypothetical protein,FALSE
1284,SPT_1945,1.034,0.004,0.063,0.005,murA,144,0,144,0,,SPT_1945,0.994,0.009,0.092,0.008,141,1,140,0,0.041,283,4.309,0.00002,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,FALSE
132,SPT_1946,0.998,0.007,0.081,0.013,,40,0,40,0,,SPT_1946,0.985,0.004,0.067,0.011,40,0,40,0,0.013,78,0.786,0.43437,,hypothetical protein,FALSE
1038,SPT_1947,1.015,0.006,0.076,0.006,,162,0,162,0,,SPT_1947,0.983,0.006,0.079,0.006,151,0,151,0,0.033,311,3.707,0.00025,,ATP-dependent protease La,FALSE
489,SPT_1948,,,,,coaD,,,,,,SPT_1948,,,,,,,,,,,,,,phosphopantetheine adenylyltransferase,FALSE
540,SPT_1949,0.751,0.018,0.133,0.067,rsmD,4,0,4,0,,SPT_1949,0.745,0.001,0.032,0.016,4,0,4,0,0.006,6,0.091,0.93048,,"RNA methyltransferase, RsmD family",FALSE
993,SPT_1950,1.004,0.004,0.065,0.006,asnA,115,0,115,0,,SPT_1950,0.989,0.004,0.067,0.006,114,0,114,0,0.015,227,1.699,0.09076,,aspartate--ammonia ligase,FALSE
132,SPT_1951,1.005,0.016,0.127,0.028,,21,0,21,0,,SPT_1951,1.07,0.006,0.078,0.017,20,0,20,0,-0.065,39,1.996,0.053,,hypothetical protein,FALSE
684,SPT_1952,0.997,0.004,0.062,0.006,,107,0,107,0,,SPT_1952,0.974,0.006,0.076,0.008,101,0,101,0,0.023,206,2.393,0.0176,,membrane protein,FALSE
741,SPT_1953,0.965,0.006,0.075,0.007,,101,0,101,0,,SPT_1953,0.995,0.007,0.084,0.008,98,0,98,0,-0.03,197,2.625,0.00935,,SpoU rRNA Methylase family protein,FALSE
279,SPT_1954,1.01,0.005,0.071,0.013,,29,0,29,0,,SPT_1954,1.01,0.006,0.077,0.014,29,0,29,0,0,56,0.018,0.98605,,acylphosphatase,FALSE
927,SPT_1955,0.899,0.001,0.035,0.014,,6,0,6,0,,SPT_1955,0.826,0.011,0.106,0.047,5,0,5,0,0.074,9,1.49,0.17048,,membrane protein OxaA 2,FALSE
795,SPT_1956,1.027,0.005,0.072,0.009,pflA,70,0,70,0,,SPT_1956,1.028,0.006,0.075,0.009,65,0,65,0,-0.001,133,0.056,0.95559,,pyruvate formate-lyase 1-activating enzyme,FALSE
1251,SPT_1957,1.02,0.006,0.078,0.006,,198,0,198,0,,SPT_1957,1.022,0.006,0.076,0.005,194,0,194,0,-0.002,390,0.269,0.78806,,diaminopimelate decarboxylase,FALSE
828,SPT_1958,1.005,0.007,0.082,0.007,purR,124,0,124,0,,SPT_1958,1.032,0.006,0.079,0.007,125,0,125,0,-0.027,247,2.661,0.00831,,pur operon repressor,FALSE
942,SPT_1959,0.928,0.006,0.075,0.007,,117,0,117,0,,SPT_1959,0.929,0.026,0.162,0.015,114,5,109,0,0,229,0.012,0.9908,,3'-5' exoribonuclease YhaM,FALSE
1257,SPT_1960,0.939,0.008,0.087,0.009,,95,0,95,0,,SPT_1960,0.906,0.018,0.134,0.014,91,2,89,0,0.033,184,2.01,0.04586,,competence-induced protein Ccs50,FALSE
663,SPT_1961,0.983,0.006,0.081,0.008,,102,0,102,0,,SPT_1961,0.991,0.007,0.081,0.008,100,0,100,0,-0.008,200,0.729,0.4667,,thiamine pyrophosphokinase,FALSE
657,SPT_1962,0.565,0.136,0.369,0.089,rpe,17,6,11,0,,SPT_1962,0.598,0.188,0.434,0.125,12,7,5,0,-0.033,27,0.212,0.83392,,ribulose-phosphate 3-epimerase,FALSE
879,SPT_1963,0.74,0.035,0.188,0.03,rsgA,40,2,38,0,,SPT_1963,0.682,0.059,0.244,0.042,34,4,30,0,0.058,72,1.121,0.26615,,ribosome small subunit-dependent GTPase A,FALSE
873,SPT_1964,0.983,0.019,0.139,0.02,ksgA,46,1,45,0,,SPT_1964,0.885,0.024,0.153,0.024,41,1,40,0,0.098,85,3.111,0.00254,,dimethyladenosine transferase,FALSE
117,SPT_1965,,,,,,,,,,,SPT_1965,,,,,,,,,,,,,,hypothetical protein,FALSE
159,SPT_1966,1,0.006,0.076,0.016,,22,0,22,0,,SPT_1966,1.005,0.008,0.091,0.02,20,0,20,0,-0.005,40,0.208,0.83601,,hypothetical protein,FALSE
642,SPT_1967,0.987,0.005,0.073,0.009,,61,0,61,0,,SPT_1967,0.985,0.007,0.086,0.011,57,0,57,0,0.003,116,0.174,0.86254,,"ABC transporter, ATP-binding protein",FALSE
2031,SPT_1968,1,0.005,0.072,0.004,,315,0,315,0,,SPT_1968,0.993,0.007,0.086,0.005,299,1,298,0,0.007,612,1.042,0.29792,,"immunity protein, putative",FALSE
900,SPT_1969,0.99,0.005,0.07,0.005,,197,0,197,0,,SPT_1969,1,0.007,0.085,0.006,196,0,196,0,-0.01,391,1.266,0.20635,,"transcriptional regulator PlcR, putative",FALSE
561,SPT_1970,0.987,0.003,0.058,0.033,,3,0,3,0,,SPT_1970,0.917,0.001,0.033,0.019,3,0,3,0,0.07,4,1.838,0.13999,,putative primase homolog,FALSE
774,SPT_1971,0.997,0.005,0.073,0.008,,80,0,80,0,,SPT_1971,0.973,0.009,0.096,0.011,75,0,75,0,0.024,153,1.728,0.08595,,putative deoxyribonuclease YcfH,FALSE
1005,SPT_1972,0.996,0.005,0.073,0.006,,139,0,139,0,,SPT_1972,0.99,0.006,0.076,0.007,132,0,132,0,0.006,269,0.612,0.54097,,cell wall surface anchor family protein,FALSE
135,SPT_1973,0.768,0.005,0.071,0.027,rpmH,7,0,7,0,,SPT_1973,0.604,0.128,0.358,0.135,7,1,6,0,0.164,12,1.187,0.25816,,ribosomal protein L34,FALSE
1215,SPT_1974,0.199,0.122,0.349,0.058,,36,29,7,0,,SPT_1974,0.214,0.135,0.368,0.077,23,18,5,0,-0.015,57,0.16,0.8734,,aspartate aminotransferase,FALSE
258,SPT_1975,0.986,0.006,0.075,0.011,,49,0,49,0,,SPT_1975,1.007,0.012,0.109,0.016,47,1,46,0,-0.021,94,1.072,0.2866,,hypothetical protein,FALSE
453,SPT_1976,1.03,0.005,0.071,0.011,,45,0,45,0,,SPT_1976,1.036,0.005,0.068,0.011,41,0,41,0,-0.006,84,0.404,0.6871,,universal stress protein family,FALSE
1389,SPT_1977,1.02,0.014,0.119,0.01,,139,1,138,0,,SPT_1977,1.038,0.009,0.093,0.008,132,0,132,0,-0.018,269,1.4,0.16267,,Cof family protein,FALSE
963,SPT_1978,0.963,0.007,0.084,0.008,,108,0,108,0,,SPT_1978,0.967,0.006,0.079,0.008,100,0,100,0,-0.004,206,0.321,0.74854,,"L-asparaginase, putative",FALSE
249,SPT_1979,,,,,,,,,,,SPT_1979,,,,,,,,,,,,,,chlorohydrolase,FALSE
1011,SPT_1980,1.069,0,0.007,0.005,ccpA,2,0,2,0,,SPT_1980,1.062,0.005,0.067,0.048,2,0,2,0,0.007,2,0.155,0.89094,,catabolite control protein A,FALSE
600,SPT_1981,1.007,0.006,0.078,0.01,,66,0,66,0,,SPT_1981,0.999,0.008,0.09,0.011,65,0,65,0,0.008,129,0.545,0.58695,,DNA-binding response regulator,FALSE
1098,SPT_1982,0.998,0.008,0.09,0.007,,191,0,191,0,,SPT_1982,1.02,0.01,0.098,0.007,187,0,187,0,-0.023,376,2.345,0.01954,,histidine kinase,FALSE
768,SPT_1983,0.992,0.005,0.068,0.006,,132,0,132,0,,SPT_1983,0.991,0.006,0.08,0.007,122,0,122,0,0.001,252,0.086,0.93145,,"ABC-type multidrug transport system, permease component",FALSE
885,SPT_1984,1.01,0.004,0.063,0.006,,115,0,115,0,,SPT_1984,1.023,0.005,0.072,0.007,112,0,112,0,-0.013,225,1.496,0.13597,,"ABC transporter, ATP-binding protein",FALSE
195,SPT_1985,0.986,0.001,0.037,0.017,,5,0,5,0,,SPT_1985,0.966,0.002,0.039,0.017,5,0,5,0,0.02,8,0.837,0.42714,,hypothetical protein,FALSE
207,SPT_1986,1.045,0.002,0.041,0.017,,6,0,6,0,,SPT_1986,1.03,0.002,0.049,0.02,6,0,6,0,0.015,10,0.556,0.59065,,hypothetical protein,FALSE
1347,SPT_1987,,,,,,,,,,,SPT_1987,,,,,,,,M,,,,,,Spn1 transposase,FALSE
,SPT_1988,,,,,,,,,,,SPT_1988,,,,,,,,,,,,,,,FALSE
,SPT_1989,,,,,,,,,,,SPT_1989,,,,,,,,,,,,,,,FALSE
,SPT_1990,,,,,,,,,,,SPT_1990,,,,,,,,,,,,,,,FALSE
,SPT_1991,,,,,,,,,,,SPT_1991,,,,,,,,,,,,,,,FALSE
,SPT_1992,,,,,,,,,,,SPT_1992,,,,,,,,,,,,,,,FALSE
,SPT_1993,,,,,,,,,,,SPT_1993,,,,,,,,,,,,,,,FALSE
,SPT_1994,,,,,,,,,,,SPT_1994,,,,,,,,,,,,,,,FALSE
,SPT_1995,,,,,,,,,,,SPT_1995,,,,,,,,,,,,,,,FALSE
,SPT_1996,,,,,rrf,,,,,,SPT_1996,,,,,,,,,,,,,,,FALSE
,SPT_1997,,,,,rrl3,,,,,,SPT_1997,,,,,,,,,,,,,,,FALSE
,SPT_1999,,,,,,,,,,,SPT_1999,,,,,,,,,,,,,,,FALSE
,SPT_2000,,,,,rrs3,,,,,,SPT_2000,,,,,,,,,,,,,,,FALSE
,SPT_2001,,,,,,,,,,,SPT_2001,,,,,,,,,,,,,,,FALSE
480,SPT_2002,,,,,,,,,,,SPT_2002,,,,,,,,,,,,,,competence-specific global transcription modulator,FALSE
537,SPT_2003,0.977,0.005,0.073,0.026,nusG,8,0,8,0,,SPT_2003,0.967,0.004,0.064,0.024,7,0,7,0,0.01,13,0.279,0.78442,,transcription termination/antitermination factor NusG,FALSE
177,SPT_2004,,,,,secE,,,,,,SPT_2004,,,,,,,,,,,,,,"preprotein translocase, SecE subunit",FALSE
153,SPT_2005,,,,,rpmG,,,,,,SPT_2005,,,,,,,,,,,,,,ribosomal protein L33,FALSE
2196,SPT_2006,0.984,0.007,0.082,0.004,,339,0,339,0,,SPT_2006,0.966,0.008,0.091,0.005,326,1,325,0,0.018,663,2.681,0.00751,,penicillin-binding protein 2A,FALSE
837,SPT_2007,1.009,0.008,0.087,0.009,,95,0,95,0,,SPT_2007,1.004,0.012,0.11,0.012,88,1,87,0,0.004,181,0.299,0.7656,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",FALSE
1008,SPT_2008,1.007,0.001,0.024,0.017,gap,2,0,2,0,,SPT_2008,0.907,0.001,0.024,0.017,2,0,2,0,0.1,2,4.182,0.0527,,"glyceraldehyde-3-phosphate dehydrogenase, type I",FALSE
963,SPT_2009,1.009,0.005,0.069,0.006,,157,0,157,0,,SPT_2009,0.997,0.008,0.091,0.007,149,1,148,0,0.011,304,1.224,0.2219,,"efflux ABC transporter, permease protein",FALSE
129,SPT_2010,1.012,0.009,0.097,0.025,,15,0,15,0,,SPT_2010,0.982,0.011,0.107,0.028,14,0,14,0,0.03,27,0.792,0.43545,,hypothetical protein,FALSE
249,SPT_2011,,,,,,,,,,,SPT_2011,,,,,,,,,,,,,,hypothetical protein,FALSE
330,SPT_2012,,,,,,,,,,,SPT_2012,,,,,,,,M,,,,,,transposase,FALSE
873,SPT_2013,0.991,0.005,0.07,0.008,nadC,74,0,74,0,,SPT_2013,0.986,0.009,0.096,0.013,53,0,53,0,0.005,125,0.321,0.74904,,nicotinate-nucleotide diphosphorylase (carboxylating),FALSE
1311,SPT_2014,1.006,0.007,0.084,0.007,,161,0,161,0,,SPT_2014,0.986,0.007,0.084,0.007,150,0,150,0,0.02,309,2.057,0.04049,,membrane protein,FALSE
132,SPT_2015,0.972,0.007,0.082,0.012,,49,0,49,0,,SPT_2015,0.956,0.011,0.103,0.015,47,0,47,0,0.016,94,0.84,0.40299,,hypothetical protein,FALSE
729,SPT_2016,0.967,0.006,0.078,0.007,,109,0,109,0,,SPT_2016,0.859,0.01,0.099,0.01,105,1,104,0,0.108,212,8.871,0,,GntR family transcriptional regulator,FALSE
1410,SPT_2017,0.994,0.005,0.073,0.005,,208,0,208,0,,SPT_2017,0.977,0.01,0.097,0.007,199,1,198,0,0.018,405,2.055,0.04053,,glycosy hydrolase family protein,FALSE
1296,SPT_2018,0.993,0.005,0.068,0.004,,309,0,309,0,,SPT_2018,0.996,0.008,0.092,0.005,304,1,303,0,-0.002,611,0.356,0.72217,,"phosphotransferase system system, cellobiose-specific IIC component",FALSE
309,SPT_2019,0.985,0.004,0.061,0.009,,41,0,41,0,,SPT_2019,1.016,0.007,0.084,0.014,38,0,38,0,-0.031,77,1.873,0.06489,,lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic),FALSE
309,SPT_2020,1.009,0.004,0.063,0.008,,59,0,59,0,,SPT_2020,0.993,0.006,0.076,0.01,59,0,59,0,0.017,116,1.282,0.20252,,"PTS system, IIA component",FALSE
2652,SPT_2021,1.004,0.006,0.077,0.005,,286,1,285,0,,SPT_2021,0.989,0.007,0.083,0.005,282,0,282,0,0.015,566,2.189,0.02899,,aldehyde-alcohol dehydrogenase 2,FALSE
411,SPT_2022,1.01,0.004,0.066,0.008,,64,0,64,0,,SPT_2022,0.998,0.006,0.077,0.01,58,0,58,0,0.012,120,0.954,0.34218,,morn motif family protein,FALSE
429,SPT_2023,1.01,0.007,0.085,0.01,,69,0,69,0,,SPT_2023,1.008,0.008,0.092,0.011,68,0,68,0,0.001,135,0.092,0.92678,,phosphotyrosine protein phosphatase,FALSE
300,SPT_2024,1.01,0.008,0.088,0.011,yajC,65,0,65,0,,SPT_2024,0.969,0.009,0.095,0.012,62,0,62,0,0.041,125,2.544,0.01218,,preprotein translocase subunit YajC,FALSE
1977,SPT_2025,0.808,0.023,0.151,0.013,tkt2,132,3,129,0,,SPT_2025,0.773,0.049,0.222,0.021,109,10,99,0,0.035,239,1.393,0.16478,,transketolase,FALSE
1092,SPT_2026,1,0.008,0.088,0.006,,184,0,184,0,,SPT_2026,1.005,0.008,0.087,0.006,182,0,182,0,-0.005,364,0.585,0.5592,,probable L-ascorbate-6-phosphate lactonase UlaG (L-ascorbate utilization protein G),FALSE
1674,SPT_2027,1,0.005,0.073,0.004,,373,0,373,0,,SPT_2027,1.001,0.006,0.078,0.004,368,0,368,0,-0.001,739,0.186,0.85228,,BglG family transcriptional regulator,FALSE
705,SPT_2028,1.022,0.004,0.066,0.006,araD,104,0,104,0,,SPT_2028,1.015,0.009,0.096,0.01,102,1,101,0,0.007,204,0.624,0.53342,,L-ribulose-5-phosphate 4-epimerase (Phosphoribuloseisomerase),FALSE
864,SPT_2029,1.001,0.004,0.065,0.006,,136,0,136,0,,SPT_2029,1.005,0.004,0.063,0.005,135,0,135,0,-0.004,269,0.507,0.61291,,"hexulose-6-phosphate isomerase, putative",FALSE
666,SPT_2030,1,0.004,0.065,0.007,ulaD,89,0,89,0,,SPT_2030,0.99,0.006,0.077,0.008,89,0,89,0,0.011,176,0.991,0.32305,,"orotidine 5'-phosphate decarboxylase / humps family, putative",FALSE
486,SPT_2031,1.004,0.005,0.069,0.008,,71,0,71,0,,SPT_2031,0.994,0.004,0.06,0.007,69,0,69,0,0.01,138,0.94,0.34895,,ascorbate-specific phosphotransferase enzyme iia component (pts system ascorbate-specific eiia component),FALSE
282,SPT_2032,1.01,0.005,0.069,0.013,,29,0,29,0,,SPT_2032,0.991,0.006,0.076,0.014,29,0,29,0,0.02,56,1.024,0.31017,,ascorbate-specific phosphotransferase enzyme iib component (ascorbate-specific pts system eiib component),FALSE
1458,SPT_2033,1.003,0.008,0.087,0.006,,250,1,249,0,,SPT_2033,0.989,0.009,0.092,0.006,246,0,246,0,0.014,494,1.707,0.08853,,ascorbate-specific PTS system enzyme IIC,FALSE
624,SPT_2034,1.011,0.008,0.091,0.01,,80,0,80,0,,SPT_2034,1.003,0.008,0.088,0.01,72,0,72,0,0.009,150,0.601,0.54879,,hypothetical protein,FALSE
987,SPT_2035,0.912,0.008,0.089,0.009,,97,0,97,0,,SPT_2035,0.854,0.04,0.199,0.021,93,5,88,0,0.058,188,2.56,0.01124,,"jag protein, putative",FALSE
774,SPT_2036,0.96,0.008,0.09,0.009,,90,1,89,0,,SPT_2036,0.919,0.013,0.113,0.013,81,1,80,0,0.04,169,2.562,0.01127,,SpoIIIJ family protein,FALSE
372,SPT_2037,0.924,0.004,0.061,0.027,rnpA,5,0,5,0,,SPT_2037,0.872,0.005,0.072,0.032,5,0,5,0,0.052,8,1.232,0.25287,,ribonuclease P protein component,FALSE
132,SPT_2038,0.926,0.009,0.097,0.019,,25,0,25,0,,SPT_2038,0.995,0.012,0.11,0.021,27,0,27,0,-0.069,50,2.414,0.01949,,hypothetical protein,FALSE
1191,SPT_2039,,,,,ackA,,,,,,SPT_2039,1.17,0,0,0,1,0,1,0,,,,,,acetate kinase,FALSE
954,SPT_2040,1.003,0.009,0.093,0.008,,127,1,126,0,,SPT_2040,1.002,0.006,0.075,0.007,125,0,125,0,0.001,250,0.08,0.93664,,adenine-specific DNA methylase,FALSE
588,SPT_2041,0.989,0.005,0.069,0.009,,64,0,64,0,,SPT_2041,0.967,0.007,0.082,0.011,60,0,60,0,0.022,122,1.636,0.10438,,methyltransferase small domain superfamily,FALSE
414,SPT_2042,0.996,0.007,0.085,0.012,,50,0,50,0,,SPT_2042,1.012,0.012,0.107,0.016,48,1,47,0,-0.016,96,0.831,0.40785,,hypothetical protein,FALSE
462,SPT_2043,1.001,0.004,0.063,0.009,,49,0,49,0,,SPT_2043,0.98,0.004,0.066,0.01,46,0,46,0,0.022,93,1.637,0.10504,,competence protein ComGF,FALSE
261,SPT_2044,0.981,0.004,0.061,0.011,,28,0,28,0,,SPT_2044,0.973,0.012,0.109,0.021,27,1,26,0,0.008,53,0.341,0.73411,,hypothetical protein,FALSE
405,SPT_2045,0.997,0.005,0.072,0.011,,45,0,45,0,,SPT_2045,1.006,0.012,0.108,0.016,45,1,44,0,-0.008,88,0.434,0.66508,,competence protein CglD,FALSE
327,SPT_2046,1.004,0.005,0.074,0.01,,59,0,59,0,,SPT_2046,0.999,0.004,0.064,0.008,57,0,57,0,0.004,114,0.351,0.72597,,competence protein CglC,FALSE
873,SPT_2047,1.007,0.005,0.069,0.007,,110,0,110,0,,SPT_2047,1.017,0.007,0.086,0.008,105,0,105,0,-0.01,213,0.95,0.34296,,competence protein CglB,FALSE
942,SPT_2048,1.004,0.006,0.079,0.008,,107,0,107,0,,SPT_2048,1.002,0.007,0.083,0.008,107,0,107,0,0.002,212,0.195,0.84521,,putative ABC transporter subunit ComYA,FALSE
366,SPT_2049,0.95,0.005,0.074,0.01,,56,0,56,0,,SPT_2049,0.949,0.012,0.108,0.014,57,1,56,0,0.001,111,0.066,0.9474,,hypothetical protein,FALSE
1059,SPT_2050,1.016,0.004,0.061,0.005,,161,0,161,0,,SPT_2050,1.004,0.005,0.074,0.006,161,0,161,0,0.012,320,1.633,0.10339,,"alcohol dehydrogenase, zinc-containing",FALSE
1152,SPT_2051,1.013,0.005,0.07,0.005,nagA,195,0,195,0,,SPT_2051,1.007,0.009,0.094,0.007,188,1,187,0,0.007,381,0.774,0.43938,,N-acetylglucosamine-6-phosphate deacetylase,FALSE
1818,SPT_2052,1.009,0.006,0.079,0.005,,273,0,273,0,,SPT_2052,1.005,0.009,0.096,0.006,270,2,268,0,0.004,541,0.549,0.58306,,acyltransferase,FALSE
1143,SPT_2053,0.99,0.005,0.069,0.005,tgt,170,0,170,0,,SPT_2053,0.986,0.005,0.073,0.006,168,0,168,0,0.004,336,0.477,0.63384,,queuine tRNA-ribosyltransferase,FALSE
858,SPT_2054,0.992,0.004,0.063,0.005,,153,0,153,0,,SPT_2054,0.996,0.008,0.087,0.007,152,0,152,0,-0.004,303,0.513,0.60838,,hypothetical protein,FALSE
645,SPT_2055,0.998,0.005,0.07,0.007,pcp2,93,0,93,0,,SPT_2055,0.989,0.005,0.069,0.007,85,0,85,0,0.009,176,0.883,0.37831,,pyroglutamyl-peptidase I,FALSE
402,SPT_2056,0.985,0.007,0.085,0.012,,53,0,53,0,,SPT_2056,1.018,0.009,0.093,0.013,53,0,53,0,-0.033,104,1.887,0.06195,,hypothetical protein,FALSE
426,SPT_2057,0.987,0.007,0.086,0.015,,32,0,32,0,,SPT_2057,0.937,0.009,0.093,0.017,29,0,29,0,0.05,59,2.165,0.03443,,MarR family transcriptional regulator,FALSE
1143,SPT_2058,0.97,0.005,0.072,0.006,,133,0,133,0,,SPT_2058,0.957,0.01,0.098,0.009,131,1,130,0,0.013,262,1.269,0.2055,,LysM domain-containing protein,FALSE
621,SPT_2059,0.951,0.009,0.093,0.009,,120,0,120,0,,SPT_2059,0.978,0.009,0.097,0.009,117,1,116,0,-0.027,235,2.167,0.03122,,"HAD-superfamily hydrolase, subfamily IA, variant 1",FALSE
1281,SPT_2060,0.959,0.008,0.089,0.006,,226,1,225,0,,SPT_2060,0.966,0.011,0.106,0.007,219,1,218,0,-0.007,443,0.736,0.4621,,multi antimicrobial extrusion,FALSE
1485,SPT_2061,0.841,0.009,0.096,0.007,thrC,171,1,170,0,,SPT_2061,0.834,0.015,0.121,0.01,160,2,158,0,0.007,329,0.622,0.53443,,threonine synthase,FALSE
1278,SPT_2062,0.98,0.007,0.085,0.009,,86,0,86,0,,SPT_2062,0.996,0.006,0.078,0.009,80,0,80,0,-0.016,164,1.286,0.2002,,hypothetical protein,FALSE
115,SPT_2063,0.906,0.015,0.121,0.07,,3,0,3,0,,SPT_2063,1.055,0.001,0.025,0.018,2,0,2,0,-0.149,3,2.064,0.13095,,tRNA-Leu*,FALSE
99,SPT_2064,,,,,,,,,,,SPT_2064,,,,,,,,,,,,,,tRNA_Gln*,FALSE
,SPT_2065,,,,,,,,,,,SPT_2065,,,,,,,,,,,,,,,FALSE
,SPT_2066,,,,,,,,,,,SPT_2066,,,,,,,,,,,,,,,FALSE
,SPT_2067,,,,,,,,,,,SPT_2067,,,,,,,,,,,,,,,FALSE
,SPT_2068,,,,,,,,,,,SPT_2068,,,,,,,,,,,,,,,FALSE
,SPT_2069,,,,,,,,,,,SPT_2069,,,,,,,,,,,,,,,FALSE
,SPT_2070,,,,,,,,,,,SPT_2070,,,,,,,,,,,,,,,FALSE
