Gene,start,end,strand,na_length,gene.name,product
Rv3259,3639425,3639844,+,420,,hypothetical protein
Rv3260c,3639872,3640243,-,372,whiB2,Sporulation regulatory protein WhiB
Rv3261,3640543,3641538,+,996,fbiA,"Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase (EC 2.7.8.28)"
Rv3262,3641535,3642881,+,1347,fbiB,Coenzyme F420-0:L-glutamate ligase (EC 6.3.2.31) @ F420-1:L-glutamate ligase (EC 6.3.2.34) / Nitroreductase family protein Rcas_3978
Rv3263,3643249,3644838,+,1590,,DNA methylase
Rv3264c,3644898,3645977,-,1080,manB,D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase (EC 2.7.7.71)
Rv3265c,3645979,3646902,-,924,wbbL1,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase (EC 2.4.1.289)
Rv3266c,3646895,3647809,-,915,rmlD,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
Rv3267,3647903,3649381,+,1479,,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1"
Rv3268,3649369,3650109,+,741,,Uncharacterized AMP-finding protein SCO3041
Rv3269,3650234,3650515,+,282,,hypothetical protein Rv3269
Rv3270,3650526,3652682,+,2157,ctpC,Probable cation-transporting P-type ATPase C (EC 3.6.3.-) (Metal-transporting ATPase Mta72)
Rv3271c,3652679,3653299,-,621,,putative membrane protein
Rv3272,3653448,3654632,+,1185,,L-carnitine dehydratase/bile acid-inducible protein F
Rv3273,3654661,3656931,+,2271,,"Na(+)-dependent bicarbonate transporter BicA / Carbonic anhydrase, beta class (EC 4.2.1.1)"
Rv3274c,3656920,3658089,-,1170,fadE25,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE25"
Rv3275c,3658114,3658638,-,525,purE,N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
Rv3276c,3658635,3659861,-,1227,purK,N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)
Rv3277,3659878,3660696,+,819,,hypothetical protein
Rv3278c,3660651,3661169,-,519,,FIG00995613: hypothetical protein
Rv3279c,3661212,3662012,-,801,birA,Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)
Rv3280,3662035,3663708,+,1674,accD5,Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
Rv3281,3663992,3664222,+,231,,hypothetical protein
Rv3282,3664219,3664887,+,669,maf,Septum formation protein Maf
Rv3283,3664958,3665821,+,864,sseA,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
Rv3284,3665818,3666249,+,432,,Sulfur acceptor protein => iron-sulfur cluster assembly SufE
Rv3285,3666357,3668159,+,1803,accA3,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Rv3286c,3668169,3668891,-,723,sigF,RNA polymerase sigma factor SigB
Rv3287c,3668951,3669457,-,507,rsbW,Serine-protein kinase RsbW (EC 2.7.11.1)
Rv3288c,3669586,3669897,-,312,usfY,putative protein UsfY
Rv3289c,3670034,3670411,-,378,,Putative transmembrane protein
Rv3290c,3670445,3671713,-,1269,lat,Probable L-lysine-epsilon aminotransferase (EC 2.6.1.36) (L-lysine aminotransferase) (Lysine 6-aminotransferase)
Rv3291c,3671845,3672297,-,453,,"Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system"
Rv3292,3672328,3673575,+,1248,,Uncharacterized protein Rv3292/MT3391
Rv3293,3673602,3675086,+,1485,pcd,Aldehyde dehydrogenase B (EC 1.2.1.22)
Rv3294c,3675186,3675935,-,750,,hypothetical protein
Rv3295,3676066,3676731,+,666,,"Transcriptional regulator Rv3295, AcrR family"
Rv3296,3676775,3681316,+,4542,lhr,Probable ATP-dependent helicase lhr (EC 3.6.1.-)
Rv3297,3681320,3682087,+,768,nei,Endonuclease VIII
Rv3298c,3682110,3683024,-,915,lpqC,Esterase lipoprotein LpqC
Rv3299c,3683051,3685939,-,2889,atsB,Arylsulfatase (EC 3.1.6.1)
Rv3300c,3685983,3686867,-,885,,"Pseudouridine synthase (EC 4.2.1.70), PA2043 type"
Rv3301c,3686912,3687523,-,612,phoY1,Phosphate transport system regulatory protein PhoU
Rv3302c,3687685,3689442,-,1758,glpD2,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)
Rv3303c,3689457,3690938,-,1482,lpdA,NAD(P)H quinone reductase LpdA (EC 1.6.5.2)
Rv3304,3691141,3691620,+,480,,AIG2-like domain protein
Rv3305c,3691639,3692808,-,1170,amiA1,Possible N-acyl-L-amino acid amidohydrolase amiA1 (EC 3.5.1.-)
Rv3306c,3692805,3693989,-,1185,amiB1,N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)
Rv3307,3694054,3694860,+,807,deoD,Purine nucleoside phosphorylase (EC 2.4.2.1)
Rv3308,3694864,3696468,+,1605,pmmB,Phosphomannomutase (EC 5.4.2.8)
Rv3309c,3696470,3697093,-,624,upp,Uracil phosphoribosyltransferase (EC 2.4.2.9)
Rv3310,3697258,3698097,+,840,,Acid phosphatase (EC 3.1.3.2)
Rv3311,3698121,3699383,+,1263,,Uncharacterized protein Rv3311
Rv3312c,3699404,3700330,-,927,,"Hydrolase, alpha/beta fold family"
Rv3312A,3700705,3701016,-,312,,hypothetical protein
Rv3313c,3701087,3702184,-,1098,add,Adenosine deaminase (EC 3.5.4.4)
Rv3314c,3702184,3703467,-,1284,deoA,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
Rv3315c,3703464,3703844,-,381,cdd,Cytidine deaminase (EC 3.5.4.5)
Rv3316,3704102,3704440,+,339,sdhC,Succinate dehydrogenase cytochrome b-556 subunit
Rv3317,3704422,3704871,+,450,sdhD,Succinate dehydrogenase hydrophobic membrane anchor protein
Rv3318,3705024,3706772,+,1749,sdhA,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)
Rv3319,3706772,3707563,+,792,sdhB,Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)
Rv3320c,3707642,3708070,-,429,,"toxin VapC44 @ Toxin 1, PIN domain"
Rv3321c,3708074,3708316,-,243,,"antitoxin VapB44 @ Antitoxin to Toxin 1, PIN domain"
Rv3322c,3708438,3709070,-,633,,SAM-dependent methyltransferase
Rv3323c,3709049,3709714,-,666,moaX,Molybdopterin synthase sulfur carrier subunit / Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)
Rv3324c,3709715,3710248,-,534,moaC,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)
Rv3325,3710433,3710759,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv3326,3710810,3711694,+,885,,Mobile element protein
Rv3327,3711749,3713461,+,1713,,hypothetical protein
Rv3328c,3713394,3714341,-,948,sigJ,Putative RNA polymerase sigma factor
Rv3329,3714392,3715708,+,1317,,Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)
Rv3330,3715816,3716994,+,1179,dacB1,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
Rv3331,3717315,3718598,+,1284,sugI,hypothetical protein
Rv3332,3718595,3719746,+,1152,nagA,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)
Rv3333c,3719937,3720782,-,846,,Hydroxyproline-rich glycoprotein DZ-HRGP precursor
Rv3334,3721257,3721697,+,441,,"Transcriptional regulator, MerR family"
Rv3335c,3721731,3722600,-,870,,putative membrane protein
Rv3336c,3722621,3723631,-,1011,trpS,Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
Rv3338,3723916,3724548,+,633,,"Hydrolase, alpha/beta fold family"
Rv3339c,3724615,3725844,-,1230,icd1,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
Rv3340,3726127,3727476,+,1350,metC,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
Rv3341,3727488,3728627,+,1140,metX,Homoserine O-acetyltransferase (EC 2.3.1.31)
Rv3342,3728624,3729355,+,732,,SAM-dependent methyltransferase
Rv3343c,3729364,3736920,-,7557,PPE54,"PPE family protein, MPTR subgroup => PPE54"
Rv3344c,3736984,3738000,-,1017,PE_PGRS49,PE_PGRS family protein => PE_PGRS49
Rv3345c,3738158,3742768,-,4611,PE_PGRS50,PE_PGRS family protein => PE_PGRS50
Rv3346c,3743198,3743455,-,258,,FIG00824674: hypothetical protein
Rv3347c,3743711,3753184,-,9474,PPE55,hypothetical protein
Rv3348,3753765,3754256,+,492,,Mobile element protein
Rv3349c,3754293,3755033,-,741,,Mobile element protein
Rv3350c,3755952,3767129,-,11178,PPE56,"PPE family protein, MPTR subgroup => PPE56"
Rv3351c,3767346,3768140,-,795,,Putative oxidoreductase
Rv3352c,3768222,3768593,-,372,,Putative oxidoreductase
Rv3353c,3768736,3768996,-,261,,Putative oxidoreductase
Rv3354,3769111,3769500,+,390,,Possible lipoprotein LprJ
Rv3355c,3769514,3769801,-,288,,FIG00824674: hypothetical protein
Rv3356c,3769804,3770721,-,918,folD,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
Rv3357,3770773,3771048,+,276,,YefM protein (antitoxin to YoeB)
Rv3358,3771045,3771302,+,258,,YoeB toxin protein
Rv3359,3771374,3772534,+,1161,,"NADH:flavin oxidoreductases, Old Yellow Enzyme family"
Rv3360,3772672,3773019,+,348,,"ABC transporter, ATP-binding protein"
Rv3361c,3773016,3773567,-,552,,"Pentapeptide repeat family protein, MfpA => Quinolone resistance protein MfpA(Mt)"
Rv3362c,3773574,3774155,-,582,,"Small Ras-like GTPase, component of G-protein-coupled receptor (GPCR) system"
Rv3363c,3774136,3774525,-,390,,"DUF742 protein, component of G-protein-coupled receptor (GPCR) system"
Rv3364c,3774482,3774862,-,381,,"Roadblock/LC7 protein, putative GTPase-activating (GAP) component of G-protein-coupled receptor (GPCR) system"
Rv3365c,3774871,3777501,-,2631,,"Putative sensor and ATPase, component of G-protein-coupled receptor (GPCR) system"
Rv3366,3777737,3778201,+,465,spoU,tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)
Rv3367,3778541,3780334,+,1794,PE_PGRS51,PE_PGRS family protein => PE_PGRS51
Rv3368c,3780335,3780979,-,645,,Nitroreductase family
Rv3369,3781002,3781412,+,411,,hypothetical protein
Rv3370c,3781501,3784731,-,3231,dnaE2,Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)
Rv3371,3784932,3786272,+,1341,,Diacyglycerol O-acyltransferase (EC 2.3.1.20)
Rv3372,3786314,3787489,+,1176,otsB2,Trehalose-6-phosphate phosphatase (EC 3.1.3.12)
Rv3373,3787741,3788367,+,627,echA18,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv3374,3788371,3788616,+,246,echA18.1,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv3375,3788621,3790048,+,1428,amiD,Glutamyl-tRNA(Gln) amidotransferase subunit A-like protein
Rv3376,3790156,3790809,+,654,,"Hydrolase, haloacid dehalogenase-like family"
Rv3377c,3790848,3792446,-,1599,,Type B diterpene cyclase (EC 5.5.1.16)
Rv3378c,3792358,3793248,-,891,,hypothetical protein
Rv3379c,3793257,3794702,-,1446,dxs2,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
Rv3380c,3795100,3795984,-,885,,Mobile element protein
Rv3381c,3796035,3796361,-,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv3382c,3796448,3797455,-,1008,lytB1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
Rv3383c,3797437,3798390,-,954,idsB,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
Rv3384c,3799243,3799635,-,393,,"toxin VapC46 @ Toxin 1, PIN domain"
Rv3385c,3799635,3799901,-,267,,"antitoxin VapB46 @ Antitoxin to Toxin 1, PIN domain"
Rv3386,3800017,3800796,+,780,,Transposase
Rv3387,3800894,3801463,+,570,,Transposase
Rv3388,3801653,3803848,+,2196,PE_PGRS52,PE_PGRS family protein => PE_PGRS52
Rv3389c,3803919,3804791,-,873,,Enoyl-CoA hydratase
Rv3390,3804910,3805575,+,666,lpqD,hypothetical protein
Rv3391,3805621,3807573,+,1953,acrA1,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv3392c,3807574,3808437,-,864,cmaA1,"Cyclopropane-fatty-acyl-phospholipid synthase 1, CmaA1 (EC 2.1.1.79)"
Rv3393,3808461,3809387,+,927,iunH,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
Rv3394c,3809442,3810989,-,1548,,DNA polymerase IV-like protein ImuB
Rv3395c,3811022,3811636,-,615,,FIG00821108: hypothetical protein
Rv3395A,3811635,3812345,+,711,,putative membrane protein
Rv3396c,3812501,3814078,-,1578,guaA,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
Rv3397c,3814090,3814998,-,909,phyA,Phytoene synthase (EC 2.5.1.32)
Rv3398c,3815027,3815908,-,882,idsA1,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
Rv3399,3816255,3817175,+,921,,O-methyltransferase
Rv3400,3817284,3818027,+,744,,"Hydrolase, haloacid dehalogenase-like family"
Rv3401,3818042,3820402,+,2361,,Uncharacterized glycosyl hydrolase Rv3401
Rv3402c,3820653,3821819,-,1167,,hypothetical protein
Rv3403c,3822262,3823836,-,1575,,FIG034901: hypothetical protein
Rv3404c,3823880,3824584,-,705,,formyltransferase
Rv3405c,3824702,3825235,-,534,,"Transcriptional regulator, AcrR family"
Rv3406,3825330,3826217,+,888,,"dioxygenase, TauD/TfdA family"
Rv3407,3826375,3826551,+,177,,"antitoxin VapB47 @ Antitoxin to Toxin 1, PIN domain"
Rv3408,3826557,3826958,+,402,,"toxin VapC47 @ Toxin 1, PIN domain"
Rv3409c,3826991,3828727,-,1737,choD,Cholesterol oxidase (EC 1.1.3.6) @ Steroid Delta(5)->Delta(4)-isomerase (EC 5.3.3.1)
Rv3410c,3828783,3829910,-,1128,guaB3,"Inosine-5'-monophosphate dehydrogenase, catalytic domain (EC 1.1.1.205)"
Rv3411c,3829930,3831507,-,1578,guaB2,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain
Rv3412,3831726,3832136,+,411,,hypothetical protein
Rv3413c,3832146,3833045,-,900,,FIG00821001: hypothetical protein
Rv3414c,3833038,3833613,-,576,sigD,RNA polymerase sigma-D factor
Rv3415c,3833694,3834485,-,792,,hypothetical protein
Rv3416,3834892,3835200,+,309,whiB3,Sporulation regulatory protein WhiD
Rv3417c,3835272,3836891,-,1620,groEL,Heat shock protein 60 kDa family chaperone GroEL
Rv3418c,3836986,3837288,-,303,groES,Heat shock protein 10 kDa family chaperone GroES
Rv3419c,3837555,3838577,-,1023,gcp,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)
Rv3420c,3838586,3839062,-,477,rimI,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
Rv3421c,3839059,3839685,-,627,,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
Rv3422c,3839691,3840197,-,507,,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Rv3423c,3840194,3841420,-,1227,alr,Alanine racemase (EC 5.1.1.1)
Rv3424c,3841714,3842076,-,363,,hypothetical protein
Rv3425,3842305,3842769,+,465,PPE57,PPE family protein => PPE57
Rv3426,3843036,3843734,+,699,PPE58,PPE family protein => PPE58
Rv3427c,3843885,3844640,-,756,,Mobile element protein
Rv3428c,3844738,3845970,-,1233,,Mobile element protein
Rv3429,3847165,3847701,+,537,PPE59,PPE family protein => PPE59
Rv3430c,3847642,3848805,-,1164,,Mobile element protein
Rv3431c,3849294,3850139,-,846,,Mobile element protein
Rv3432c,3850372,3851754,-,1383,gadB,Glutamate decarboxylase (EC 4.1.1.15)
Rv3433c,3851792,3853213,-,1422,,NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)
Rv3434c,3853215,3853913,-,699,,putative membrane protein
Rv3435c,3853939,3854754,-,816,,putative membrane protein
Rv3436c,3855015,3856889,-,1875,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
Rv3437,3856986,3857387,+,402,,putative membrane protein
Rv3438,3857397,3858239,+,843,,hypothetical protein
Rv3439c,3858259,3859662,-,1404,,Conserved alanine and proline rich protein
Rv3440c,3859665,3859976,-,312,,hypothetical protein
Rv3441c,3860024,3861370,-,1347,mrsA,Phosphoglucosamine mutase (EC 5.4.2.10)
Rv3442c,3861495,3861950,-,456,rpsI,SSU ribosomal protein S9p (S16e)
Rv3443c,3861947,3862390,-,444,rplM,LSU ribosomal protein L13p (L13Ae)
Rv3444c,3862624,3862911,-,288,esxT,ESAT-6-like protein EsxT
Rv3445c,3862947,3863264,-,318,esxU,ESAT-6-like protein EsxU
Rv3446c,3863317,3864531,-,1215,,"Membrane protein Rv3446c, component of Type VII secretion system ESX-4"
Rv3447c,3864528,3868043,-,3516,,"FtsK/SpoIIIE family protein EccC4, component of Type VII secretion system ESX-4"
Rv3448,3868352,3869755,+,1404,,"Integral membrane protein EccD4, component of Type VII secretion system ESX-4"
Rv3449,3869746,3871119,+,1374,mycP4,"Serine protease mycosin MycP4, component of Type VII secretion system ESX-4"
Rv3450c,3871084,3872496,-,1413,,"Membrane protein EccB4, component of Type VII secretion system ESX-4"
Rv3451,3872617,3873405,+,789,cut3,Probable cutinase Cut3 (EC 3.1.1.74)
Rv3452,3873452,3874132,+,681,cut4,Probable cutinase Cut4 (EC 3.1.1.74)
Rv3453,3874536,3874736,+,201,,Putative transmembrane protein
Rv3454,3874759,3876090,+,1332,,putative membrane protein
Rv3455c,3876052,3876822,-,771,truA,tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)
Rv3456c,3876890,3877432,-,543,rplQ,LSU ribosomal protein L17p
Rv3457c,3877464,3878507,-,1044,rpoA,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
Rv3458c,3878659,3879264,-,606,rpsD,"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent"
Rv3459c,3879273,3879692,-,420,rpsK,SSU ribosomal protein S11p (S14e)
Rv3460c,3879696,3880070,-,375,rpsM,SSU ribosomal protein S13p (S18e)
Rv3461c,3880286,3880399,-,114,rpmJ,"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent"
Rv3462c,3880432,3880653,-,222,infA,Translation initiation factor 1
Rv3463,3880907,3881764,+,858,,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases"
Rv3464,3881837,3882832,+,996,rmlB,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
Rv3465,3882834,3883442,+,609,rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
Rv3467,3883958,3884917,+,960,,13E12 repeat family protein
Rv3468c,3884975,3886069,-,1095,,UDP-glucose 4-epimerase (EC 5.1.3.2)
Rv3469c,3886073,3887014,-,942,mhpE,4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)
Rv3470c,3887144,3888802,-,1659,ilvB2,Acetohydroxy acid synthase
Rv3471c,3888808,3889293,-,486,,Mannose-6-phosphate isomerase
Rv3472,3889362,3889868,+,507,,hypothetical protein
Rv3473c,3889948,3890733,-,786,bpoA,"Hydrolase, alpha/beta fold family"
Rv3474,3890830,3891156,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv3475,3891207,3892091,+,885,,Mobile element protein
Rv3476c,3892371,3893768,-,1398,kgtP,Probable dicarboxylic acid transport integral membrane protein KgtP
Rv3477,3894093,3894389,+,297,PE31,PE family protein => PE31
Rv3478,3894426,3895607,+,1182,PPE60,"PPE family protein, SVP subgroup => PPE60"
Rv3479,3895637,3898885,+,3249,,patatin-related protein
Rv3480c,3898909,3900402,-,1494,,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase
Rv3481c,3900493,3901239,-,747,,hypothetical protein
Rv3482c,3901324,3902106,-,783,,hypothetical protein
Rv3483c,3902150,3902695,-,546,,Lipoprotein LppP/LprE
Rv3484,3903171,3904616,+,1446,cpsA,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1"
Rv3485c,3904622,3905503,-,882,,"Oxidoreductase Rv3485c, short-chain dehydrogenase/reductase family"
Rv3486,3905817,3906221,+,405,,DoxX family protein
Rv3487c,3906174,3907031,-,858,lipF,Esterase/lipase Rv1076/Rv3487c
Rv3488,3907667,3907990,+,324,,"Transcriptional regulator, PadR family"
Rv3489,3908072,3908236,+,165,,hypothetical protein
Rv3490,3908302,3909738,+,1437,otsA,Trehalose-6-phosphate synthase (EC 2.4.1.15)
Rv3491,3909890,3910468,+,579,,hypothetical protein
Rv3492c,3910465,3910938,-,474,,FIG00820195: MCE associated membrane protein
Rv3493c,3910947,3911549,-,603,,FIG00821219: MCE associated membrane protein
Rv3494c,3911675,3913369,-,1695,mce4F,MCE-family protein MceF
Rv3495c,3913380,3914534,-,1155,lprN,MCE-family lipoprotein MceE
Rv3496c,3914531,3915886,-,1356,mce4D,MCE-family protein MceD
Rv3497c,3915883,3916956,-,1074,mce4C,MCE-family protein MceC
Rv3498c,3916946,3917998,-,1053,mce4B,MCE-family protein MceB
Rv3499c,3917998,3919200,-,1203,mce4A,MCE-family protein MceA
Rv3500c,3919220,3920062,-,843,yrbE4B,Conserved hypothetical integral membrane protein YrbEb
Rv3501c,3920097,3920861,-,765,yrbE4A,Conserved hypothetical integral membrane protein YrbEa
Rv3502c,3921087,3922040,-,954,fabG,Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-)
Rv3503c,3922065,3922256,-,192,fdxD,Ferredoxin
Rv3504,3922471,3923673,+,1203,fadE26,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE26"
Rv3505,3923698,3924819,+,1122,fadE27,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE27"
Rv3506,3924890,3926398,+,1509,fadD17,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD17"
Rv3507,3926569,3930714,+,4146,PE_PGRS53,PE_PGRS family protein => PE_PGRS53
Rv3508,3931005,3936710,+,5706,PE_PGRS54,PE_PGRS family protein => PE_PGRS54
Rv3509c,3936877,3938424,-,1548,ilvX,Thiamine pyrophosphate-requiring enzymes
Rv3510c,3938421,3939257,-,837,,Amidohydrolase family protein
Rv3511,3939617,3941761,+,2145,PE_PGRS55,PE_PGRS family protein => PE_PGRS55
Rv3512,3943812,3944963,+,1152,PE_PGRS56,PE_PGRS family protein => PE_PGRS56
Rv3513c,3945092,3945616,-,525,fadD18,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19"
Rv3514,3945794,3950263,+,4470,PE_PGRS57,PE_PGRS family protein => PE_PGRS57
Rv3515c,3950824,3952464,-,1641,fadD19,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19"
Rv3516,3952526,3953335,+,810,echA19,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv3517,3953431,3954270,+,840,,hypothetical protein
Rv3518c,3954325,3955521,-,1197,cyp142,Steroid C26-monooxygenase (EC 1.14.13.221)
